共12个， 全向12个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
16:44:48	进入	--	--	进入成功	0.000 s
16:44:48	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
16:44:48	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
16:44:48	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
16:44:48	测量	(0.00, 0.00)	4	示向度 235.97°	23.000 s
16:44:48	测量	(0.00, 0.00)	5	示向度 280.20°	29.000 s
16:44:48	测量	(0.00, 0.00)	6	示向度 31.23°	35.000 s
16:44:48	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
16:44:48	测量	(0.00, 0.00)	8	示向度 295.18°	47.000 s
16:44:48	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
16:44:48	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
16:44:48	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
16:44:48	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
16:44:48	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
16:44:48	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
16:44:48	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
16:44:48	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
16:44:48	测量	(0.00, 0.00)	17	示向度 9.33°	101.000 s
16:44:48	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
16:44:48	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
16:44:48	测量	(0.00, 0.00)	20	示向度 42.61°	119.000 s
16:44:50	测量	(482.96, 129.41)	20	示向度 73.02°	224.000 s
16:44:50	测量	(482.96, 129.41)	1	未检测到信号	230.000 s
16:44:50	测量	(482.96, 129.41)	2	未检测到信号	236.000 s
16:44:50	测量	(482.96, 129.41)	3	未检测到信号	242.000 s
16:44:50	测量	(482.96, 129.41)	4	未检测到信号	248.000 s
16:44:50	测量	(482.96, 129.41)	5	未检测到信号	254.000 s
16:44:50	测量	(482.96, 129.41)	6	示向度 47.13°	260.000 s
16:44:50	测量	(482.96, 129.41)	8	示向度 250.86°	266.000 s
