共11个， 全向11个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
10:50:07	进入	--	--	进入成功	0.000 s
10:50:07	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
10:50:07	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
10:50:07	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
10:50:07	测量	(0.00, 0.00)	4	示向度 298.58°	23.000 s
10:50:08	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
10:50:08	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
10:50:08	测量	(0.00, 0.00)	7	示向度 301.63°	41.000 s
10:50:08	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
10:50:08	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
10:50:08	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
10:50:08	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
10:50:08	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
10:50:08	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
10:50:08	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
10:50:08	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
10:50:08	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
10:50:08	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
10:50:08	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
10:50:08	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
10:50:08	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
10:50:09	测量	(129.41, -482.96)	1	未检测到信号	225.000 s
10:50:09	测量	(129.41, -482.96)	2	未检测到信号	231.000 s
10:50:09	测量	(129.41, -482.96)	3	未检测到信号	237.000 s
10:50:09	测量	(129.41, -482.96)	4	示向度 84.69°	243.000 s
10:50:09	测量	(129.41, -482.96)	7	示向度 314.66°	249.000 s
10:50:10	测量	(145.00, -275.00)	7	示向度 304.65°	295.709 s
10:50:10	测量	(145.00, -275.00)	4	示向度 17.39°	301.709 s
10:50:10	测量	(145.00, -275.00)	5	示向度 258.25°	307.709 s
10:50:10	测量	(145.00, -275.00)	6	未检测到信号	313.709 s
10:50:10	测量	(145.00, -275.00)	8	示向度 336.82°	319.709 s
10:50:10	清除	(145.00, -275.00)	4	清除成功	324.709 s
10:50:12	测量	(498.55, -628.55)	8	示向度 351.72°	429.709 s
10:50:12	测量	(498.55, -628.55)	5	示向度 233.38°	435.709 s
10:50:12	测量	(498.55, -628.55)	7	示向度 291.27°	441.709 s
10:50:12	测量	(498.55, -628.55)	9	示向度 26.69°	447.709 s
10:50:12	测量	(498.55, -628.55)	10	未检测到信号	453.709 s
10:50:12	测量	(498.55, -628.55)	11	示向度 300.56°	459.709 s
10:50:14	测量	(650.00, -1015.00)	11	示向度 308.45°	547.722 s
10:50:14	测量	(650.00, -1015.00)	5	示向度 206.72°	553.722 s
10:50:14	测量	(650.00, -1015.00)	7	示向度 297.05°	559.722 s
10:50:14	测量	(650.00, -1015.00)	8	示向度 28.89°	565.722 s
10:50:14	测量	(650.00, -1015.00)	9	示向度 48.18°	571.722 s
10:50:14	测量	(650.00, -1015.00)	12	未检测到信号	577.722 s
10:50:14	测量	(650.00, -1015.00)	13	未检测到信号	583.722 s
10:50:14	测量	(650.00, -1015.00)	14	未检测到信号	589.722 s
10:50:15	测量	(670.00, -1045.00)	5	示向度 204.44°	602.933 s
10:50:16	测量	(670.00, -1045.00)	7	示向度 124.83°	608.933 s
10:50:16	测量	(670.00, -1045.00)	8	示向度 32.39°	614.933 s
10:50:16	测量	(670.00, -1045.00)	11	示向度 308.92°	620.933 s
10:50:16	测量	(670.00, -1045.00)	15	示向度 216.81°	626.933 s
10:50:16	测量	(670.00, -1045.00)	16	未检测到信号	632.933 s
10:50:16	测量	(670.00, -1045.00)	17	未检测到信号	638.933 s
10:50:17	测量	(660.00, -1030.00)	5	示向度 205.54°	648.538 s
10:50:17	测量	(660.00, -1030.00)	7	示向度 126.53°	654.538 s
10:50:17	测量	(660.00, -1030.00)	8	示向度 30.64°	660.538 s
10:50:17	测量	(660.00, -1030.00)	11	示向度 308.67°	666.538 s
10:50:17	测量	(660.00, -1030.00)	15	示向度 219.61°	672.538 s
10:50:17	测量	(660.00, -1030.00)	18	未检测到信号	678.538 s
10:50:17	测量	(660.00, -1030.00)	19	示向度 198.76°	684.538 s
10:50:17	测量	(660.00, -1030.00)	20	未检测到信号	690.538 s
10:50:17	清除	(660.00, -1030.00)	7	清除成功	695.538 s
