共11个， 全向11个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
17:01:20	进入	--	--	进入成功	0.000 s
17:01:20	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
17:01:20	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
17:01:20	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
17:01:20	测量	(0.00, 0.00)	4	示向度 109.35°	23.000 s
17:01:20	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
17:01:20	测量	(0.00, 0.00)	6	示向度 241.69°	35.000 s
17:01:20	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
17:01:20	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
17:01:20	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
17:01:21	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
17:01:21	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
17:01:21	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
17:01:21	测量	(0.00, 0.00)	13	示向度 148.19°	77.000 s
17:01:21	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
17:01:21	测量	(0.00, 0.00)	15	示向度 83.00°	89.000 s
17:01:21	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
17:01:21	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
17:01:21	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
17:01:21	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
17:01:21	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
17:01:23	测量	(129.41, 482.96)	1	未检测到信号	225.000 s
17:01:23	测量	(129.41, 482.96)	2	未检测到信号	231.000 s
17:01:23	测量	(129.41, 482.96)	3	未检测到信号	237.000 s
17:01:23	测量	(129.41, 482.96)	4	示向度 153.13°	243.000 s
17:01:23	测量	(129.41, 482.96)	6	未检测到信号	249.000 s
17:01:23	测量	(129.41, 482.96)	13	示向度 175.64°	255.000 s
17:01:23	测量	(129.41, 482.96)	15	示向度 104.60°	261.000 s
17:01:25	测量	(80.00, 665.00)	15	示向度 287.11°	303.725 s
17:01:25	测量	(80.00, 665.00)	4	示向度 181.02°	309.725 s
17:01:25	测量	(80.00, 665.00)	5	示向度 354.77°	315.725 s
17:01:25	测量	(80.00, 665.00)	7	未检测到信号	321.725 s
17:01:25	测量	(80.00, 665.00)	8	未检测到信号	327.725 s
17:01:25	测量	(80.00, 665.00)	13	示向度 186.79°	333.725 s
17:01:26	测量	(85.00, 640.00)	13	示向度 184.98°	343.824 s
17:01:27	测量	(85.00, 640.00)	4	示向度 176.46°	349.824 s
17:01:27	测量	(85.00, 640.00)	5	示向度 356.18°	355.824 s
17:01:27	测量	(85.00, 640.00)	9	未检测到信号	361.824 s
17:01:27	测量	(85.00, 640.00)	10	未检测到信号	367.824 s
17:01:27	测量	(85.00, 640.00)	11	未检测到信号	373.824 s
17:01:27	测量	(85.00, 640.00)	15	示向度 316.20°	379.824 s
17:01:27	清除	(85.00, 640.00)	15	清除成功	384.824 s
17:01:28	测量	(-230.00, 660.00)	4	距离过近	453.951 s
17:01:28	测量	(-230.00, 660.00)	12	未检测到信号	459.951 s
17:01:28	测量	(-230.00, 660.00)	13	示向度 189.51°	465.951 s
17:01:28	测量	(-230.00, 660.00)	14	示向度 158.74°	471.951 s
17:01:28	测量	(-230.00, 660.00)	16	未检测到信号	477.951 s
17:01:28	清除	(-230.00, 660.00)	4	清除成功	482.951 s
17:01:30	测量	(-730.00, 660.00)	13	示向度 215.04°	588.951 s
17:01:30	测量	(-730.00, 660.00)	14	示向度 135.55°	594.951 s
17:01:30	测量	(-730.00, 660.00)	17	未检测到信号	600.951 s
17:01:30	测量	(-730.00, 660.00)	18	示向度 99.77°	606.951 s
17:01:30	测量	(-730.00, 660.00)	19	示向度 119.02°	612.951 s
17:01:32	测量	(-885.00, 550.00)	19	示向度 103.42°	655.964 s
17:01:32	测量	(-885.00, 550.00)	1	未检测到信号	661.964 s
17:01:32	测量	(-885.00, 550.00)	2	未检测到信号	667.964 s
17:01:32	测量	(-885.00, 550.00)	13	示向度 207.00°	673.964 s
17:01:32	测量	(-885.00, 550.00)	14	示向度 111.44°	679.964 s
17:01:32	测量	(-885.00, 550.00)	18	示向度 88.85°	685.964 s
17:01:32	测量	(-885.00, 550.00)	20	未检测到信号	691.964 s
17:01:32	清除	(-885.00, 550.00)	13	清除成功	696.964 s
17:01:34	测量	(-1010.00, 766.51)	3	未检测到信号	752.964 s
17:01:34	测量	(-1010.00, 766.51)	9	未检测到信号	758.964 s
17:01:34	测量	(-1010.00, 766.51)	10	未检测到信号	764.964 s
17:01:34	测量	(-1010.00, 766.51)	14	示向度 101.79°	770.964 s
17:01:34	测量	(-1010.00, 766.51)	18	示向度 79.29°	776.964 s
17:01:34	测量	(-1010.00, 766.51)	19	示向度 96.75°	782.964 s
17:01:36	测量	(-1055.00, 985.00)	19	示向度 91.80°	832.580 s
17:01:36	测量	(-1055.00, 985.00)	7	未检测到信号	838.580 s
17:01:36	测量	(-1055.00, 985.00)	8	未检测到信号	844.580 s
17:01:36	测量	(-1055.00, 985.00)	11	未检测到信号	850.580 s
17:01:36	测量	(-1055.00, 985.00)	14	距离过近	856.580 s
17:01:36	测量	(-1055.00, 985.00)	18	示向度 69.72°	862.580 s
17:01:36	清除	(-1055.00, 985.00)	14	清除成功	867.580 s
17:01:37	测量	(-1065.00, 1265.00)	18	示向度 49.33°	928.615 s
17:01:37	测量	(-1065.00, 1265.00)	12	未检测到信号	934.615 s
17:01:37	测量	(-1065.00, 1265.00)	16	未检测到信号	940.615 s
17:01:37	测量	(-1065.00, 1265.00)	19	示向度 95.16°	946.615 s
17:01:37	测量	(-1065.00, 1265.00)	20	未检测到信号	952.615 s
17:01:38	测量	(-1065.00, 1285.00)	1	未检测到信号	962.615 s
17:01:38	测量	(-1065.00, 1285.00)	2	未检测到信号	968.615 s
17:01:38	测量	(-1065.00, 1285.00)	18	示向度 46.57°	974.615 s
17:01:38	测量	(-1065.00, 1285.00)	19	距离过近	980.615 s
17:01:38	清除	(-1065.00, 1285.00)	19	清除成功	985.615 s
17:01:39	测量	(-870.00, 1490.00)	3	未检测到信号	1048.202 s
17:01:39	测量	(-870.00, 1490.00)	17	未检测到信号	1054.202 s
17:01:39	测量	(-870.00, 1490.00)	18	示向度 213.95°	1060.202 s
17:01:39	测量	(-870.00, 1490.00)	20	未检测到信号	1066.202 s
17:01:39	清除	(-870.00, 1490.00)	18	清除成功	1071.202 s
17:01:39	测量	(-177.18, 1090.00)	20	未检测到信号	1236.202 s
17:01:39	测量	(-177.18, 1090.00)	1	未检测到信号	1242.202 s
17:01:39	测量	(-177.18, 1090.00)	2	未检测到信号	1248.202 s
