共10个， 全向10个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
17:00:16	进入	--	--	进入成功	0.000 s
17:00:16	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
17:00:16	测量	(0.00, 0.00)	2	示向度 86.80°	11.000 s
17:00:16	测量	(0.00, 0.00)	3	示向度 145.83°	17.000 s
17:00:16	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
17:00:16	测量	(0.00, 0.00)	5	示向度 38.94°	29.000 s
17:00:16	测量	(0.00, 0.00)	6	示向度 125.01°	35.000 s
17:00:16	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
17:00:16	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
17:00:16	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
17:00:16	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
17:00:16	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
17:00:16	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
17:00:16	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
17:00:16	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
17:00:16	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
17:00:16	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
17:00:16	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
17:00:16	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
17:00:16	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
17:00:16	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
17:00:19	测量	(129.41, 482.96)	1	未检测到信号	225.000 s
17:00:19	测量	(129.41, 482.96)	2	示向度 93.20°	231.000 s
17:00:19	测量	(129.41, 482.96)	3	示向度 165.76°	237.000 s
17:00:19	测量	(129.41, 482.96)	4	未检测到信号	243.000 s
17:00:19	测量	(129.41, 482.96)	5	示向度 4.03°	249.000 s
17:00:19	测量	(129.41, 482.96)	6	示向度 150.71°	255.000 s
17:00:19	测量	(129.41, 482.96)	7	未检测到信号	261.000 s
17:00:21	测量	(370.89, 547.67)	2	示向度 110.92°	317.000 s
17:00:21	测量	(370.89, 547.67)	5	示向度 353.31°	323.000 s
17:00:21	测量	(370.89, 547.67)	8	未检测到信号	329.000 s
17:00:21	测量	(370.89, 547.67)	9	未检测到信号	335.000 s
17:00:21	测量	(370.89, 547.67)	10	未检测到信号	341.000 s
17:00:22	测量	(524.62, 547.67)	2	示向度 120.39°	377.746 s
17:00:22	测量	(524.62, 547.67)	5	示向度 346.42°	383.746 s
17:00:22	测量	(524.62, 547.67)	11	未检测到信号	389.746 s
17:00:22	测量	(524.62, 547.67)	12	未检测到信号	395.746 s
17:00:22	测量	(524.62, 547.67)	13	未检测到信号	401.746 s
17:00:23	测量	(602.15, 547.67)	2	示向度 124.87°	423.252 s
17:00:23	测量	(602.15, 547.67)	5	示向度 328.11°	429.252 s
17:00:23	测量	(602.15, 547.67)	14	未检测到信号	435.252 s
17:00:23	测量	(602.15, 547.67)	15	示向度 112.81°	441.252 s
17:00:23	测量	(602.15, 547.67)	16	未检测到信号	447.252 s
17:00:25	测量	(650.00, 515.00)	2	示向度 125.74°	464.839 s
17:00:25	测量	(650.00, 515.00)	5	距离过近	470.839 s
17:00:25	测量	(650.00, 515.00)	15	示向度 114.83°	476.839 s
17:00:25	测量	(650.00, 515.00)	17	未检测到信号	482.839 s
17:00:25	测量	(650.00, 515.00)	18	未检测到信号	488.839 s
17:00:25	测量	(650.00, 515.00)	19	未检测到信号	494.839 s
17:00:25	清除	(650.00, 515.00)	5	清除成功	499.839 s
17:00:27	测量	(400.00, 948.01)	1	未检测到信号	605.839 s
17:00:27	测量	(400.00, 948.01)	2	示向度 131.48°	611.839 s
17:00:27	测量	(400.00, 948.01)	4	未检测到信号	617.839 s
17:00:27	测量	(400.00, 948.01)	6	示向度 180.71°	623.839 s
17:00:27	测量	(400.00, 948.01)	15	示向度 110.78°	629.839 s
17:00:27	测量	(400.00, 948.01)	20	未检测到信号	635.839 s
17:00:28	测量	(275.00, 1164.52)	2	示向度 144.50°	691.839 s
17:00:28	测量	(275.00, 1164.52)	6	示向度 194.25°	697.839 s
17:00:28	测量	(275.00, 1164.52)	7	未检测到信号	703.839 s
17:00:28	测量	(275.00, 1164.52)	15	示向度 105.79°	709.839 s
17:00:28	测量	(275.00, 1164.52)	17	未检测到信号	715.839 s
17:00:28	测量	(275.00, 1164.52)	18	未检测到信号	721.839 s
17:00:30	测量	(85.00, 1300.00)	2	示向度 312.88°	774.511 s
17:00:30	测量	(85.00, 1300.00)	6	示向度 207.01°	780.511 s
17:00:30	测量	(85.00, 1300.00)	14	未检测到信号	786.511 s
17:00:30	测量	(85.00, 1300.00)	15	示向度 76.66°	792.511 s
17:00:30	测量	(85.00, 1300.00)	16	未检测到信号	798.511 s
17:00:30	测量	(85.00, 1300.00)	19	未检测到信号	804.511 s
17:00:30	清除	(85.00, 1300.00)	2	清除成功	809.511 s
17:00:31	测量	(150.00, 1595.00)	11	未检测到信号	875.926 s
17:00:31	测量	(150.00, 1595.00)	12	未检测到信号	881.926 s
17:00:31	测量	(150.00, 1595.00)	13	未检测到信号	887.926 s
17:00:31	测量	(150.00, 1595.00)	15	示向度 288.87°	893.926 s
17:00:31	清除	(150.00, 1595.00)	15	清除成功	898.926 s
17:00:31	测量	(-66.51, 1470.00)	6	示向度 223.19°	954.926 s
17:00:31	测量	(-66.51, 1470.00)	8	未检测到信号	960.926 s
17:00:31	测量	(-66.51, 1470.00)	9	未检测到信号	966.926 s
17:00:31	测量	(-66.51, 1470.00)	10	未检测到信号	972.926 s
17:00:32	测量	(-243.28, 1293.22)	1	未检测到信号	1028.926 s
17:00:32	测量	(-243.28, 1293.22)	3	示向度 206.00°	1034.926 s
