共13个， 全向13个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
18:46:10	进入	--	--	进入成功	0.000 s
18:46:10	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
18:46:10	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
18:46:10	测量	(0.00, 0.00)	3	示向度 80.51°	17.000 s
18:46:10	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
18:46:10	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
18:46:10	测量	(0.00, 0.00)	6	示向度 44.91°	35.000 s
18:46:10	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
18:46:10	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
18:46:10	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
18:46:10	测量	(0.00, 0.00)	10	示向度 328.08°	59.000 s
18:46:10	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
18:46:10	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
18:46:10	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
18:46:10	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
18:46:11	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
18:46:11	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
18:46:11	测量	(0.00, 0.00)	17	示向度 35.95°	101.000 s
18:46:11	测量	(0.00, 0.00)	18	示向度 223.01°	107.000 s
18:46:11	测量	(0.00, 0.00)	19	示向度 140.53°	113.000 s
18:46:11	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
18:46:13	测量	(250.00, 433.01)	1	未检测到信号	225.000 s
18:46:13	测量	(250.00, 433.01)	2	未检测到信号	231.000 s
18:46:13	测量	(250.00, 433.01)	3	示向度 98.89°	237.000 s
18:46:13	测量	(250.00, 433.01)	4	未检测到信号	243.000 s
18:46:13	测量	(250.00, 433.01)	6	示向度 250.43°	249.000 s
18:46:13	测量	(250.00, 433.01)	10	示向度 299.80°	255.000 s
18:46:13	测量	(250.00, 433.01)	17	示向度 279.00°	261.000 s
18:46:13	测量	(250.00, 433.01)	18	示向度 229.96°	267.000 s
18:46:13	测量	(250.00, 433.01)	19	示向度 166.34°	273.000 s
18:46:15	清除	(285.76, 207.24)	17	清除成功	323.718 s
18:46:16	清除	(148.80, 148.33)	6	清除成功	358.537 s
18:46:18	测量	(163.52, 948.19)	19	示向度 193.81°	523.537 s
18:46:18	测量	(163.52, 948.19)	1	未检测到信号	529.537 s
18:46:18	测量	(163.52, 948.19)	2	未检测到信号	535.537 s
18:46:18	测量	(163.52, 948.19)	3	示向度 89.16°	541.537 s
18:46:18	测量	(163.52, 948.19)	4	未检测到信号	547.537 s
18:46:18	测量	(163.52, 948.19)	5	未检测到信号	553.537 s
18:46:18	测量	(163.52, 948.19)	7	未检测到信号	559.537 s
18:46:18	测量	(163.52, 948.19)	8	示向度 173.60°	565.537 s
18:46:18	测量	(163.52, 948.19)	9	未检测到信号	571.537 s
18:46:18	测量	(163.52, 948.19)	11	未检测到信号	577.537 s
18:46:18	测量	(163.52, 948.19)	12	未检测到信号	583.537 s
18:46:19	测量	(163.52, 948.19)	13	示向度 124.16°	589.537 s
18:46:19	测量	(163.52, 948.19)	14	未检测到信号	595.537 s
18:46:19	测量	(163.52, 948.19)	15	未检测到信号	601.537 s
18:46:19	测量	(163.52, 948.19)	16	未检测到信号	607.537 s
18:46:19	测量	(163.52, 948.19)	20	未检测到信号	613.537 s
18:46:20	清除	(164.10, 981.94)	3	清除成功	625.286 s
18:46:22	测量	(99.39, 1223.42)	8	示向度 187.91°	681.286 s
18:46:22	测量	(99.39, 1223.42)	13	示向度 139.71°	687.286 s
18:46:23	清除	(-189.34, 1468.20)	13	范围内无目标	765.993 s
18:46:25	测量	(-195.00, 1475.00)	13	示向度 310.06°	772.762 s
18:46:25	测量	(-195.00, 1475.00)	1	未检测到信号	778.762 s
18:46:25	测量	(-195.00, 1475.00)	2	未检测到信号	784.762 s
18:46:25	测量	(-195.00, 1475.00)	4	未检测到信号	790.762 s
18:46:25	测量	(-195.00, 1475.00)	8	示向度 204.46°	796.762 s
18:46:25	测量	(-195.00, 1475.00)	19	示向度 228.25°	802.762 s
18:46:26	测量	(-165.00, 1445.00)	19	示向度 225.90°	816.247 s
18:46:26	测量	(-165.00, 1445.00)	5	未检测到信号	822.247 s
18:46:26	测量	(-165.00, 1445.00)	7	未检测到信号	828.247 s
18:46:26	测量	(-165.00, 1445.00)	8	示向度 202.13°	834.247 s
18:46:26	测量	(-165.00, 1445.00)	9	未检测到信号	840.247 s
18:46:26	测量	(-165.00, 1445.00)	13	示向度 145.56°	846.247 s
