10个全向

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:13:13	进入	--	--	进入成功	0.000 s
19:13:13	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
19:13:13	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
19:13:13	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
19:13:13	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
19:13:13	测量	(0.00, 0.00)	5	示向度 243.63°	29.000 s
19:13:13	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
19:13:13	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
19:13:13	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
19:13:13	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
19:13:13	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
19:13:13	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
19:13:13	测量	(0.00, 0.00)	12	示向度 64.02°	71.000 s
19:13:14	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
19:13:14	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
19:13:14	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
19:13:14	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
19:13:14	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
19:13:14	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
19:13:14	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
19:13:14	测量	(0.00, 0.00)	20	示向度 132.64°	119.000 s
19:13:14	测量	(-216.51, 125.00)	20	示向度 129.61°	174.000 s
19:13:14	测量	(-216.51, 125.00)	1	示向度 151.09°	180.000 s
19:13:14	测量	(-216.51, 125.00)	2	未检测到信号	186.000 s
19:13:14	测量	(-216.51, 125.00)	3	未检测到信号	192.000 s
19:13:14	测量	(-216.51, 125.00)	5	示向度 263.58°	198.000 s
19:13:14	测量	(-216.51, 125.00)	12	未检测到信号	204.000 s
19:13:15	测量	(-341.51, -91.51)	1	示向度 140.22°	260.000 s
19:13:15	测量	(-341.51, -91.51)	4	示向度 233.72°	266.000 s
19:13:15	测量	(-341.51, -91.51)	5	示向度 275.17°	272.000 s
19:13:15	测量	(-341.51, -91.51)	6	未检测到信号	278.000 s
19:13:15	测量	(-341.51, -91.51)	7	未检测到信号	284.000 s
19:13:15	测量	(-341.51, -91.51)	20	示向度 118.42°	290.000 s
19:13:16	测量	(-341.51, -591.51)	4	示向度 215.43°	396.000 s
19:13:16	测量	(-341.51, -591.51)	5	示向度 347.30°	402.000 s
19:13:16	测量	(-341.51, -591.51)	8	未检测到信号	408.000 s
19:13:16	测量	(-341.51, -591.51)	9	未检测到信号	414.000 s
19:13:16	测量	(-341.51, -591.51)	10	未检测到信号	420.000 s
19:13:17	测量	(-306.93, -591.51)	4	示向度 214.12°	432.916 s
19:13:17	测量	(-306.93, -591.51)	5	示向度 301.64°	438.916 s
19:13:17	测量	(-306.93, -591.51)	11	未检测到信号	444.916 s
19:13:17	测量	(-306.93, -591.51)	13	未检测到信号	450.916 s
19:13:17	测量	(-306.93, -591.51)	14	未检测到信号	456.916 s
19:13:17	清除	(-306.93, -591.51)	5	清除成功	461.916 s
19:13:18	测量	(-1086.35, -1041.51)	4	示向度 255.00°	647.916 s
19:13:18	测量	(-1086.35, -1041.51)	15	未检测到信号	653.916 s
19:13:18	测量	(-1086.35, -1041.51)	16	示向度 120.40°	659.916 s
19:13:18	测量	(-1086.35, -1041.51)	17	未检测到信号	665.916 s
19:13:19	测量	(-1115.00, -1140.00)	2	未检测到信号	692.431 s
19:13:19	测量	(-1115.00, -1140.00)	4	距离过近	698.431 s
19:13:19	测量	(-1115.00, -1140.00)	16	示向度 115.91°	704.431 s
19:13:19	测量	(-1115.00, -1140.00)	18	未检测到信号	710.431 s
19:13:19	测量	(-1115.00, -1140.00)	19	示向度 341.59°	716.431 s
19:13:19	清除	(-1115.00, -1140.00)	4	清除成功	721.431 s
19:13:20	测量	(-865.00, -1140.00)	19	示向度 335.39°	776.431 s
19:13:20	测量	(-865.00, -1140.00)	3	未检测到信号	782.431 s
19:13:20	测量	(-865.00, -1140.00)	6	未检测到信号	788.431 s
19:13:20	测量	(-865.00, -1140.00)	7	未检测到信号	794.431 s
19:13:20	测量	(-865.00, -1140.00)	16	示向度 128.51°	800.431 s
19:13:21	测量	(-365.00, -1140.00)	2	未检测到信号	906.431 s
19:13:21	测量	(-365.00, -1140.00)	15	未检测到信号	912.431 s
19:13:21	测量	(-365.00, -1140.00)	17	未检测到信号	918.431 s
19:13:21	测量	(-365.00, -1140.00)	19	示向度 290.03°	924.431 s
19:13:22	测量	(-240.00, -1356.51)	19	示向度 247.52°	979.431 s
19:13:22	测量	(-240.00, -1356.51)	8	未检测到信号	985.431 s
19:13:22	测量	(-240.00, -1356.51)	9	未检测到信号	991.431 s
19:13:22	测量	(-240.00, -1356.51)	18	未检测到信号	997.431 s
19:13:23	测量	(-265.00, -1420.00)	10	未检测到信号	1017.079 s
19:13:23	测量	(-265.00, -1420.00)	11	未检测到信号	1023.079 s
19:13:23	测量	(-265.00, -1420.00)	13	未检测到信号	1029.079 s
19:13:23	测量	(-265.00, -1420.00)	19	距离过近	1035.079 s
19:13:23	清除	(-265.00, -1420.00)	19	清除成功	1040.079 s
19:13:24	测量	(-390.00, -1203.49)	3	未检测到信号	1096.079 s
19:13:24	测量	(-390.00, -1203.49)	6	未检测到信号	1102.079 s
19:13:24	测量	(-390.00, -1203.49)	14	未检测到信号	1108.079 s
19:13:24	测量	(-390.00, -1203.49)	16	未检测到信号	1114.079 s
19:13:25	测量	(-606.51, -1078.49)	16	未检测到信号	1169.079 s
19:13:25	测量	(-606.51, -1078.49)	7	未检测到信号	1175.079 s
19:13:25	测量	(-606.51, -1078.49)	11	未检测到信号	1181.079 s
