共11个， 全向11个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
01:26:14	进入	--	--	进入成功	0.000 s
01:26:14	测量	(0.00, 0.00)	1	示向度 80.66°	5.000 s
01:26:14	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
01:26:14	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
01:26:14	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
01:26:14	测量	(0.00, 0.00)	5	示向度 183.17°	29.000 s
01:26:14	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
01:26:14	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
01:26:14	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
01:26:14	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
01:26:14	测量	(0.00, 0.00)	10	示向度 34.11°	59.000 s
01:26:14	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
01:26:14	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
01:26:14	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
01:26:14	测量	(0.00, 0.00)	14	示向度 85.99°	83.000 s
01:26:14	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
01:26:14	测量	(0.00, 0.00)	16	示向度 233.24°	95.000 s
01:26:14	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
01:26:14	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
01:26:14	测量	(0.00, 0.00)	19	示向度 318.26°	113.000 s
01:26:15	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
01:26:17	测量	(-482.96, 129.41)	1	示向度 49.37°	225.000 s
01:26:17	测量	(-482.96, 129.41)	2	未检测到信号	231.000 s
01:26:17	测量	(-482.96, 129.41)	3	未检测到信号	237.000 s
01:26:17	测量	(-482.96, 129.41)	4	未检测到信号	243.000 s
01:26:17	测量	(-482.96, 129.41)	5	示向度 238.87°	249.000 s
01:26:17	测量	(-482.96, 129.41)	10	示向度 1.37°	255.000 s
01:26:17	测量	(-482.96, 129.41)	14	示向度 62.27°	261.000 s
01:26:17	测量	(-482.96, 129.41)	16	示向度 297.66°	267.000 s
01:26:17	测量	(-482.96, 129.41)	19	示向度 330.06°	273.000 s
01:26:18	测量	(-585.00, -35.00)	19	示向度 340.52°	316.700 s
01:26:18	测量	(-585.00, -35.00)	5	示向度 46.30°	322.700 s
01:26:18	测量	(-585.00, -35.00)	6	未检测到信号	328.700 s
01:26:18	测量	(-585.00, -35.00)	7	未检测到信号	334.700 s
01:26:18	测量	(-585.00, -35.00)	8	未检测到信号	340.700 s
01:26:18	测量	(-585.00, -35.00)	10	示向度 12.90°	346.700 s
01:26:18	测量	(-585.00, -35.00)	16	示向度 319.05°	352.700 s
01:26:18	清除	(-585.00, -35.00)	5	清除成功	357.700 s
01:26:19	测量	(-443.58, -176.42)	16	示向度 323.67°	402.700 s
01:26:19	测量	(-443.58, -176.42)	9	未检测到信号	408.700 s
01:26:19	测量	(-443.58, -176.42)	10	示向度 26.54°	414.700 s
01:26:19	测量	(-443.58, -176.42)	11	未检测到信号	420.700 s
01:26:19	测量	(-443.58, -176.42)	12	未检测到信号	426.700 s
01:26:19	测量	(-443.58, -176.42)	19	示向度 345.97°	432.700 s
01:26:21	测量	(-241.67, -328.33)	19	示向度 353.92°	488.235 s
01:26:21	测量	(-241.67, -328.33)	10	示向度 44.85°	494.235 s
01:26:21	测量	(-241.67, -328.33)	13	未检测到信号	500.235 s
01:26:21	测量	(-241.67, -328.33)	15	未检测到信号	506.235 s
