共10个， 全向10个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
21:18:11	进入	--	--	进入成功	0.000 s
21:18:11	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
21:18:11	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
21:18:11	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
21:18:11	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
21:18:11	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
21:18:11	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
21:18:11	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
21:18:11	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
21:18:11	测量	(0.00, 0.00)	9	示向度 277.05°	53.000 s
21:18:11	测量	(0.00, 0.00)	10	示向度 21.61°	59.000 s
21:18:11	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
21:18:11	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
21:18:11	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
21:18:11	测量	(0.00, 0.00)	14	示向度 290.73°	83.000 s
21:18:11	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
21:18:11	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
21:18:11	测量	(0.00, 0.00)	17	示向度 13.74°	101.000 s
21:18:11	测量	(0.00, 0.00)	18	示向度 120.57°	107.000 s
21:18:11	测量	(0.00, 0.00)	19	示向度 313.53°	113.000 s
21:18:11	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
21:18:12	测量	(-216.51, 125.00)	1	未检测到信号	175.000 s
21:18:12	测量	(-216.51, 125.00)	2	未检测到信号	181.000 s
21:18:12	测量	(-216.51, 125.00)	3	未检测到信号	187.000 s
21:18:12	测量	(-216.51, 125.00)	9	示向度 292.20°	193.000 s
21:18:12	测量	(-216.51, 125.00)	10	示向度 5.92°	199.000 s
21:18:12	测量	(-216.51, 125.00)	14	示向度 303.53°	205.000 s
21:18:12	测量	(-216.51, 125.00)	17	示向度 5.97°	211.000 s
21:18:12	测量	(-216.51, 125.00)	18	示向度 56.40°	217.000 s
21:18:12	测量	(-216.51, 125.00)	19	示向度 320.29°	223.000 s
21:18:13	测量	(-140.00, 240.00)	19	示向度 309.81°	255.625 s
21:18:13	测量	(-140.00, 240.00)	4	未检测到信号	261.625 s
21:18:13	测量	(-140.00, 240.00)	5	未检测到信号	267.625 s
21:18:13	测量	(-140.00, 240.00)	6	未检测到信号	273.625 s
21:18:13	测量	(-140.00, 240.00)	9	示向度 283.91°	279.625 s
21:18:13	测量	(-140.00, 240.00)	10	示向度 356.51°	285.625 s
21:18:13	测量	(-140.00, 240.00)	14	示向度 293.77°	291.625 s
21:18:13	测量	(-140.00, 240.00)	17	示向度 1.67°	297.625 s
21:18:13	测量	(-140.00, 240.00)	18	距离过近	303.625 s
21:18:13	清除	(-140.00, 240.00)	18	清除成功	308.625 s
21:18:14	测量	(360.00, 240.00)	7	未检测到信号	414.625 s
21:18:14	测量	(360.00, 240.00)	8	未检测到信号	420.625 s
21:18:14	测量	(360.00, 240.00)	9	示向度 249.77°	426.625 s
21:18:14	测量	(360.00, 240.00)	10	示向度 339.55°	432.625 s
21:18:14	测量	(360.00, 240.00)	11	未检测到信号	438.625 s
21:18:14	测量	(360.00, 240.00)	14	示向度 253.87°	444.625 s
21:18:14	测量	(360.00, 240.00)	17	示向度 2.95°	450.625 s
21:18:14	测量	(360.00, 240.00)	19	示向度 264.30°	456.625 s
21:18:15	测量	(447.35, 240.00)	19	示向度 255.64°	479.095 s
21:18:15	测量	(447.35, 240.00)	9	示向度 244.45°	485.095 s
21:18:15	测量	(447.35, 240.00)	10	示向度 307.93°	491.095 s
21:18:15	测量	(447.35, 240.00)	12	未检测到信号	497.095 s
