共12个， 全向12个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:35:56	进入	--	--	进入成功	0.000 s
19:35:56	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
19:35:56	测量	(0.00, 0.00)	2	示向度 196.38°	11.000 s
19:35:56	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
19:35:56	测量	(0.00, 0.00)	4	示向度 185.23°	23.000 s
19:35:56	测量	(0.00, 0.00)	5	示向度 84.72°	29.000 s
19:35:56	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
19:35:56	测量	(0.00, 0.00)	7	示向度 261.91°	41.000 s
19:35:56	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
19:35:56	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
19:35:56	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
19:35:56	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
19:35:56	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
19:35:56	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
19:35:56	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
19:35:56	测量	(0.00, 0.00)	15	示向度 92.36°	89.000 s
19:35:56	测量	(0.00, 0.00)	16	示向度 337.29°	95.000 s
19:35:56	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
19:35:56	测量	(0.00, 0.00)	18	示向度 343.25°	107.000 s
19:35:56	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
19:35:56	测量	(0.00, 0.00)	20	示向度 328.43°	119.000 s
19:35:59	测量	(482.96, -129.41)	20	示向度 319.57°	224.000 s
19:35:59	测量	(482.96, -129.41)	1	未检测到信号	230.000 s
19:35:59	测量	(482.96, -129.41)	2	示向度 180.54°	236.000 s
19:35:59	测量	(482.96, -129.41)	3	未检测到信号	242.000 s
19:35:59	测量	(482.96, -129.41)	4	示向度 173.98°	248.000 s
19:35:59	测量	(482.96, -129.41)	5	示向度 120.52°	254.000 s
19:35:59	测量	(482.96, -129.41)	6	未检测到信号	260.000 s
19:35:59	测量	(482.96, -129.41)	7	示向度 230.92°	266.000 s
19:35:59	测量	(482.96, -129.41)	15	示向度 112.22°	272.000 s
19:35:59	测量	(482.96, -129.41)	16	示向度 326.89°	278.000 s
19:35:59	测量	(482.96, -129.41)	18	示向度 338.86°	284.000 s
19:36:01	清除	(669.02, -201.35)	18	清除成功	328.896 s
19:36:02	清除	(794.22, -332.39)	16	范围内无目标	368.143 s
19:36:04	测量	(830.00, -350.00)	8	未检测到信号	382.119 s
19:36:04	测量	(830.00, -350.00)	9	未检测到信号	388.119 s
19:36:04	测量	(830.00, -350.00)	10	未检测到信号	394.119 s
19:36:04	测量	(830.00, -350.00)	16	示向度 150.96°	400.119 s
19:36:04	测量	(830.00, -350.00)	20	示向度 311.21°	406.119 s
19:36:05	测量	(750.00, -305.00)	20	示向度 314.30°	429.477 s
19:36:05	测量	(750.00, -305.00)	11	未检测到信号	435.477 s
19:36:05	测量	(750.00, -305.00)	12	未检测到信号	441.477 s
19:36:05	测量	(750.00, -305.00)	13	未检测到信号	447.477 s
19:36:05	测量	(750.00, -305.00)	16	示向度 330.57°	453.477 s
19:36:07	测量	(790.00, -325.00)	16	示向度 160.37°	467.421 s
19:36:07	测量	(790.00, -325.00)	14	未检测到信号	473.421 s
19:36:07	测量	(790.00, -325.00)	17	未检测到信号	479.421 s
19:36:07	测量	(790.00, -325.00)	19	未检测到信号	485.421 s
19:36:07	测量	(790.00, -325.00)	20	示向度 312.74°	491.421 s
19:36:08	测量	(772.40, -307.40)	20	示向度 312.80°	501.400 s
19:36:08	测量	(772.40, -307.40)	1	未检测到信号	507.400 s
19:36:08	测量	(772.40, -307.40)	3	未检测到信号	513.400 s
19:36:08	测量	(772.40, -307.40)	6	未检测到信号	519.400 s
19:36:08	测量	(772.40, -307.40)	16	示向度 292.34°	525.400 s
19:36:08	清除	(772.40, -307.40)	16	清除成功	530.400 s
19:36:09	清除	(1127.43, -688.88)	20	范围内无目标	637.626 s
19:36:10	测量	(1145.00, -710.00)	11	未检测到信号	649.121 s
19:36:10	测量	(1145.00, -710.00)	12	未检测到信号	655.121 s
19:36:10	测量	(1145.00, -710.00)	13	未检测到信号	661.121 s
19:36:10	测量	(1145.00, -710.00)	20	距离过近	667.121 s
19:36:10	清除	(1145.00, -710.00)	20	清除成功	672.121 s
19:36:11	测量	(351.89, -814.78)	1	未检测到信号	838.121 s
19:36:11	测量	(351.89, -814.78)	3	未检测到信号	844.121 s
19:36:11	测量	(351.89, -814.78)	6	未检测到信号	850.121 s
19:36:11	测量	(351.89, -814.78)	7	示向度 190.75°	856.121 s
19:36:11	测量	(351.89, -814.78)	8	未检测到信号	862.121 s
19:36:11	测量	(351.89, -814.78)	9	未检测到信号	868.121 s
19:36:11	测量	(351.89, -814.78)	10	未检测到信号	874.121 s
19:36:11	测量	(351.89, -814.78)	11	未检测到信号	880.121 s
19:36:11	测量	(351.89, -814.78)	12	未检测到信号	886.121 s
19:36:11	测量	(351.89, -814.78)	13	未检测到信号	892.121 s
19:36:11	测量	(351.89, -814.78)	14	未检测到信号	898.121 s
19:36:11	测量	(351.89, -814.78)	17	未检测到信号	904.121 s
19:36:11	测量	(351.89, -814.78)	19	未检测到信号	910.121 s
19:36:13	清除	(-134.02, -902.41)	7	清除成功	1013.872 s
19:36:14	测量	(-456.74, -170.39)	19	未检测到信号	1178.872 s
19:36:14	测量	(-456.74, -170.39)	1	未检测到信号	1184.872 s
19:36:14	测量	(-456.74, -170.39)	2	示向度 163.04°	1190.872 s
19:36:14	测量	(-456.74, -170.39)	3	未检测到信号	1196.872 s
19:36:14	测量	(-456.74, -170.39)	4	示向度 81.72°	1202.872 s
19:36:14	测量	(-456.74, -170.39)	5	示向度 57.07°	1208.872 s
19:36:14	测量	(-456.74, -170.39)	6	未检测到信号	1214.872 s
19:36:14	测量	(-456.74, -170.39)	8	未检测到信号	1220.872 s
19:36:14	测量	(-456.74, -170.39)	9	未检测到信号	1226.872 s
19:36:14	测量	(-456.74, -170.39)	10	未检测到信号	1232.872 s
19:36:14	测量	(-456.74, -170.39)	11	未检测到信号	1238.872 s
19:36:14	测量	(-456.74, -170.39)	12	未检测到信号	1244.872 s
19:36:14	测量	(-456.74, -170.39)	13	未检测到信号	1250.872 s
19:36:14	测量	(-456.74, -170.39)	14	未检测到信号	1256.872 s
19:36:14	测量	(-456.74, -170.39)	17	未检测到信号	1262.872 s
19:36:15	清除	(-517.80, -147.35)	2	清除成功	1280.924 s
19:36:16	清除	(-436.46, -36.15)	4	清除成功	1313.479 s
19:36:17	测量	(46.44, 601.66)	17	未检测到信号	1478.479 s
19:36:17	测量	(46.44, 601.66)	1	示向度 133.74°	1484.479 s
19:36:17	测量	(46.44, 601.66)	3	未检测到信号	1490.479 s
19:36:17	测量	(46.44, 601.66)	5	示向度 91.82°	1496.479 s
19:36:17	测量	(46.44, 601.66)	6	未检测到信号	1502.479 s
19:36:17	测量	(46.44, 601.66)	8	未检测到信号	1508.479 s
19:36:17	测量	(46.44, 601.66)	9	未检测到信号	1514.479 s
19:36:17	测量	(46.44, 601.66)	10	未检测到信号	1520.479 s
19:36:17	测量	(46.44, 601.66)	11	未检测到信号	1526.479 s
19:36:17	测量	(46.44, 601.66)	12	未检测到信号	1532.479 s
19:36:17	测量	(46.44, 601.66)	13	未检测到信号	1538.479 s
19:36:17	测量	(46.44, 601.66)	14	未检测到信号	1544.479 s
19:36:17	测量	(46.44, 601.66)	15	示向度 98.48°	1550.479 s
19:36:17	测量	(46.44, 601.66)	19	示向度 83.08°	1556.479 s
19:36:19	清除	(49.77, 607.50)	5	清除成功	1562.823 s
19:36:21	清除	(-43.73, 1165.01)	15	清除成功	1680.883 s
19:36:22	测量	(133.04, 1341.79)	19	示向度 162.76°	1735.883 s
19:36:22	测量	(133.04, 1341.79)	1	示向度 178.89°	1741.883 s
19:36:23	测量	(133.04, 1341.79)	3	未检测到信号	1747.883 s
19:36:23	测量	(133.04, 1341.79)	6	未检测到信号	1753.883 s
19:36:23	测量	(133.04, 1341.79)	8	未检测到信号	1759.883 s
19:36:23	清除	(133.04, 1341.79)	19	清除成功	1764.883 s
19:36:23	清除	(-676.84, 1357.48)	1	清除成功	1931.891 s
19:36:23	测量	(-700.00, 1212.44)	8	未检测到信号	1966.267 s
19:36:23	测量	(-700.00, 1212.44)	3	未检测到信号	1972.267 s
19:36:23	测量	(-700.00, 1212.44)	6	未检测到信号	1978.267 s
19:36:23	测量	(-700.00, 1212.44)	9	示向度 71.35°	1984.267 s
19:36:23	测量	(-700.00, 1212.44)	10	未检测到信号	1990.267 s
19:36:23	测量	(-700.00, 1212.44)	11	未检测到信号	1996.267 s
19:36:23	测量	(-700.00, 1212.44)	12	未检测到信号	2002.267 s
