11个全向干扰源
接收时间	指令	位置	频道	响应摘要	虚拟时间
11:59:57	进入	--	--	进入成功	0.000 s
11:59:57	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
11:59:57	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
11:59:57	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
11:59:57	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
11:59:57	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
11:59:57	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
11:59:57	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
11:59:57	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
11:59:58	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
11:59:58	测量	(0.00, 0.00)	10	示向度 12.06°	59.000 s
11:59:58	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
11:59:58	测量	(0.00, 0.00)	12	示向度 54.38°	71.000 s
11:59:58	测量	(0.00, 0.00)	13	示向度 86.37°	77.000 s
11:59:58	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
11:59:58	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
11:59:58	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
11:59:58	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
11:59:58	测量	(0.00, 0.00)	18	示向度 338.32°	107.000 s
11:59:58	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
11:59:58	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
11:59:59	测量	(125.00, 216.51)	1	未检测到信号	175.000 s
11:59:59	测量	(125.00, 216.51)	2	未检测到信号	181.000 s
11:59:59	测量	(125.00, 216.51)	3	未检测到信号	187.000 s
11:59:59	测量	(125.00, 216.51)	10	示向度 358.79°	193.000 s
11:59:59	测量	(125.00, 216.51)	12	示向度 51.48°	199.000 s
11:59:59	测量	(125.00, 216.51)	13	示向度 93.55°	205.000 s
11:59:59	测量	(125.00, 216.51)	18	示向度 329.45°	211.000 s
11:59:59	测量	(341.51, 341.51)	4	示向度 33.11°	267.000 s
11:59:59	测量	(341.51, 341.51)	5	未检测到信号	273.000 s
11:59:59	测量	(341.51, 341.51)	6	未检测到信号	279.000 s
11:59:59	测量	(341.51, 341.51)	10	示向度 348.05°	285.000 s
12:00:00	测量	(341.51, 341.51)	12	示向度 65.56°	291.000 s
12:00:00	测量	(341.51, 341.51)	13	示向度 109.56°	297.000 s
12:00:00	测量	(466.51, 558.01)	13	示向度 127.94°	352.000 s
12:00:00	测量	(466.51, 558.01)	4	示向度 26.52°	358.000 s
12:00:00	测量	(466.51, 558.01)	7	未检测到信号	364.000 s
12:00:00	测量	(466.51, 558.01)	8	未检测到信号	370.000 s
12:00:00	测量	(466.51, 558.01)	9	未检测到信号	376.000 s
12:00:00	测量	(466.51, 558.01)	10	示向度 326.74°	382.000 s
12:00:00	测量	(466.51, 558.01)	12	示向度 78.91°	388.000 s
12:00:01	测量	(490.00, 675.00)	12	示向度 255.37°	416.865 s
12:00:01	测量	(490.00, 675.00)	4	示向度 21.13°	422.865 s
12:00:01	测量	(490.00, 675.00)	10	示向度 317.51°	428.865 s
12:00:01	测量	(490.00, 675.00)	11	未检测到信号	434.865 s
12:00:01	测量	(490.00, 675.00)	13	示向度 137.03°	440.865 s
12:00:01	测量	(490.00, 675.00)	14	示向度 116.74°	446.865 s
12:00:01	测量	(490.00, 675.00)	15	未检测到信号	452.865 s
12:00:02	测量	(485.00, 660.00)	4	示向度 21.77°	462.027 s
12:00:02	测量	(485.00, 660.00)	10	示向度 318.81°	468.027 s
12:00:02	测量	(485.00, 660.00)	12	距离过近	474.027 s
12:00:02	测量	(485.00, 660.00)	13	示向度 135.60°	480.027 s
12:00:02	测量	(485.00, 660.00)	14	示向度 116.14°	486.027 s
12:00:02	测量	(485.00, 660.00)	16	示向度 122.51°	492.027 s
12:00:02	测量	(485.00, 660.00)	17	未检测到信号	498.027 s
12:00:02	测量	(485.00, 660.00)	19	未检测到信号	504.027 s
12:00:02	清除	(485.00, 660.00)	12	清除成功	509.027 s
12:00:03	测量	(360.00, 876.51)	1	未检测到信号	565.027 s
12:00:03	测量	(360.00, 876.51)	2	未检测到信号	571.027 s
12:00:03	测量	(360.00, 876.51)	4	示向度 7.68°	577.027 s
12:00:03	测量	(360.00, 876.51)	10	示向度 313.49°	583.027 s
12:00:03	测量	(360.00, 876.51)	13	示向度 146.94°	589.027 s
12:00:03	测量	(360.00, 876.51)	14	示向度 115.51°	595.027 s
12:00:03	测量	(360.00, 876.51)	16	示向度 122.96°	601.027 s
12:00:03	测量	(360.00, 876.51)	20	未检测到信号	607.027 s
12:00:04	测量	(143.49, 1001.51)	3	未检测到信号	663.027 s
12:00:04	测量	(143.49, 1001.51)	5	未检测到信号	669.027 s
12:00:04	测量	(143.49, 1001.51)	6	未检测到信号	675.027 s
12:00:04	测量	(143.49, 1001.51)	13	示向度 137.50°	681.027 s
12:00:04	测量	(143.49, 1001.51)	14	示向度 105.45°	687.027 s
12:00:04	测量	(143.49, 1001.51)	16	示向度 110.69°	693.027 s
12:00:05	测量	(100.48, 1044.52)	16	示向度 108.25°	710.194 s
12:00:05	测量	(100.48, 1044.52)	7	未检测到信号	716.194 s
12:00:05	测量	(100.48, 1044.52)	8	未检测到信号	722.194 s
12:00:05	测量	(100.48, 1044.52)	9	未检测到信号	728.194 s
12:00:05	测量	(100.48, 1044.52)	13	示向度 145.07°	734.194 s
12:00:05	测量	(100.48, 1044.52)	14	示向度 102.78°	740.194 s
12:00:06	测量	(78.95, 1066.05)	14	示向度 101.08°	751.283 s
12:00:06	测量	(78.95, 1066.05)	11	未检测到信号	757.283 s
12:00:06	测量	(78.95, 1066.05)	13	示向度 296.51°	763.283 s
12:00:06	测量	(78.95, 1066.05)	16	示向度 106.92°	769.283 s
12:00:06	测量	(78.95, 1066.05)	17	未检测到信号	775.283 s
12:00:06	测量	(78.95, 1066.05)	19	未检测到信号	781.283 s
12:00:06	清除	(78.95, 1066.05)	13	清除成功	786.283 s
12:00:06	测量	(-46.05, 1282.56)	1	未检测到信号	842.283 s
12:00:06	测量	(-46.05, 1282.56)	14	示向度 91.09°	848.283 s
12:00:06	测量	(-46.05, 1282.56)	15	未检测到信号	854.283 s
12:00:06	测量	(-46.05, 1282.56)	16	示向度 94.07°	860.283 s
12:00:06	测量	(-46.05, 1282.56)	20	未检测到信号	866.283 s
12:00:07	测量	(-46.05, 1532.56)	2	未检测到信号	922.283 s
12:00:07	测量	(-46.05, 1532.56)	3	未检测到信号	928.283 s
12:00:07	测量	(-46.05, 1532.56)	5	未检测到信号	934.283 s
12:00:07	测量	(-46.05, 1532.56)	14	示向度 91.90°	940.283 s
12:00:07	测量	(-46.05, 1532.56)	16	示向度 168.25°	946.283 s
12:00:08	测量	(-57.93, 1535.00)	16	示向度 166.98°	953.708 s
12:00:08	测量	(-57.93, 1535.00)	6	未检测到信号	959.708 s
12:00:08	测量	(-57.93, 1535.00)	7	未检测到信号	965.708 s
12:00:08	测量	(-57.93, 1535.00)	8	未检测到信号	971.708 s
12:00:08	测量	(-57.93, 1535.00)	14	示向度 88.59°	977.708 s
12:00:08	清除	(-57.93, 1535.00)	16	清除成功	982.708 s
12:00:09	测量	(-55.00, 1745.00)	14	距离过近	1029.712 s
12:00:09	测量	(-55.00, 1745.00)	9	未检测到信号	1035.712 s
12:00:09	清除	(-55.00, 1745.00)	14	清除成功	1040.712 s
12:00:10	测量	(161.51, 1620.00)	4	示向度 331.51°	1096.712 s
12:00:10	测量	(378.01, 1495.00)	4	示向度 333.05°	1151.712 s
12:00:10	测量	(378.01, 1495.00)	3	未检测到信号	1157.712 s
12:00:10	测量	(378.01, 1495.00)	5	未检测到信号	1163.712 s
12:00:10	测量	(378.01, 1495.00)	6	未检测到信号	1169.712 s
12:00:11	测量	(594.52, 1370.00)	6	未检测到信号	1224.712 s
12:00:11	测量	(594.52, 1370.00)	3	未检测到信号	1230.712 s
12:00:11	测量	(594.52, 1370.00)	4	示向度 333.21°	1236.712 s
12:00:11	测量	(594.52, 1370.00)	5	未检测到信号	1242.712 s
12:00:11	测量	(811.03, 1245.00)	1	未检测到信号	1298.712 s
12:00:11	测量	(811.03, 1245.00)	2	未检测到信号	1304.712 s
12:00:11	测量	(811.03, 1245.00)	4	示向度 335.25°	1310.712 s
12:00:11	测量	(811.03, 1245.00)	20	未检测到信号	1316.712 s
12:00:11	测量	(1027.53, 1120.00)	3	未检测到信号	1372.712 s
12:00:11	测量	(1027.53, 1120.00)	4	示向度 338.63°	1378.712 s
12:00:11	测量	(1027.53, 1120.00)	7	未检测到信号	1384.712 s
12:00:11	测量	(1027.53, 1120.00)	8	未检测到信号	1390.712 s
12:00:11	测量	(1027.53, 1120.00)	10	示向度 268.09°	1396.712 s
12:00:12	测量	(1277.53, 1120.00)	10	示向度 252.41°	1451.712 s
12:00:12	测量	(1277.53, 1120.00)	4	示向度 297.92°	1457.712 s
12:00:12	测量	(1277.53, 1120.00)	5	未检测到信号	1463.712 s
12:00:12	测量	(1277.53, 1120.00)	6	未检测到信号	1469.712 s
12:00:12	测量	(1277.53, 1120.00)	9	未检测到信号	1475.712 s
12:00:13	测量	(1340.00, 1000.00)	1	未检测到信号	1508.769 s
12:00:13	测量	(1340.00, 1000.00)	2	未检测到信号	1514.769 s
12:00:13	测量	(1340.00, 1000.00)	4	距离过近	1520.769 s
12:00:13	测量	(1340.00, 1000.00)	10	示向度 246.45°	1526.769 s
12:00:13	测量	(1340.00, 1000.00)	20	未检测到信号	1532.769 s
12:00:13	清除	(1340.00, 1000.00)	4	清除成功	1537.769 s
12:00:13	测量	(1215.00, 783.49)	10	示向度 249.80°	1593.769 s
12:00:13	测量	(1215.00, 783.49)	11	未检测到信号	1599.769 s
12:00:13	测量	(1215.00, 783.49)	17	未检测到信号	1605.769 s
12:00:13	测量	(1215.00, 783.49)	19	未检测到信号	1611.769 s
12:00:13	测量	(1090.00, 566.99)	3	未检测到信号	1667.769 s
12:00:13	测量	(1090.00, 566.99)	7	未检测到信号	1673.769 s
12:00:13	测量	(1090.00, 566.99)	10	示向度 254.54°	1679.769 s
12:00:13	测量	(1090.00, 566.99)	15	未检测到信号	1685.769 s
12:00:14	测量	(1090.00, 316.99)	8	未检测到信号	1741.769 s
12:00:14	测量	(1090.00, 316.99)	9	未检测到信号	1747.769 s
12:00:14	测量	(1090.00, 316.99)	10	示向度 229.97°	1753.769 s
12:00:14	测量	(1090.00, 316.99)	18	示向度 285.02°	1759.769 s
12:00:14	测量	(1090.00, 316.99)	20	未检测到信号	1765.769 s
12:00:14	测量	(995.00, 210.00)	1	未检测到信号	1800.385 s
12:00:14	测量	(995.00, 210.00)	5	未检测到信号	1806.385 s
12:00:14	测量	(995.00, 210.00)	6	未检测到信号	1812.385 s
12:00:14	测量	(995.00, 210.00)	10	示向度 255.76°	1818.385 s
12:00:14	测量	(995.00, 210.00)	18	示向度 293.78°	1824.385 s
12:00:14	清除	(995.00, 210.00)	10	清除成功	1829.385 s
12:00:14	测量	(1245.00, -223.01)	18	示向度 281.04°	1934.385 s
12:00:14	测量	(1245.00, -223.01)	2	未检测到信号	1940.385 s
12:00:14	测量	(1245.00, -223.01)	11	未检测到信号	1946.385 s
12:00:14	测量	(1245.00, -223.01)	17	未检测到信号	1952.385 s
12:00:15	测量	(1245.00, -473.01)	3	未检测到信号	2008.385 s
12:00:15	测量	(1245.00, -473.01)	7	未检测到信号	2014.385 s
12:00:15	测量	(1245.00, -473.01)	18	示向度 341.06°	2020.385 s
12:00:15	测量	(1245.00, -473.01)	19	未检测到信号	2026.385 s
12:00:15	测量	(1300.00, -495.00)	8	未检测到信号	2044.231 s
12:00:15	测量	(1300.00, -495.00)	9	未检测到信号	2050.231 s
12:00:15	测量	(1300.00, -495.00)	15	未检测到信号	2056.231 s
12:00:15	测量	(1300.00, -495.00)	18	示向度 131.77°	2062.231 s
12:00:15	清除	(1300.00, -495.00)	18	清除成功	2067.231 s
12:00:15	测量	(0.00, -1200.00)	1	未检测到信号	2369.003 s
12:00:15	测量	(0.00, -1200.00)	2	未检测到信号	2375.003 s
12:00:15	测量	(0.00, -1200.00)	3	未检测到信号	2381.003 s
12:00:15	测量	(0.00, -1200.00)	5	未检测到信号	2387.003 s
12:00:15	测量	(0.00, -1200.00)	6	未检测到信号	2393.003 s
12:00:15	测量	(0.00, -1200.00)	7	示向度 196.48°	2399.003 s
12:00:15	测量	(0.00, -1200.00)	8	未检测到信号	2405.003 s
12:00:15	测量	(0.00, -1200.00)	9	未检测到信号	2411.003 s
12:00:15	测量	(0.00, -1200.00)	11	未检测到信号	2417.003 s
12:00:15	测量	(0.00, -1200.00)	15	未检测到信号	2423.003 s
12:00:15	测量	(0.00, -1200.00)	17	未检测到信号	2429.003 s
12:00:15	测量	(0.00, -1200.00)	19	未检测到信号	2435.003 s
12:00:15	测量	(0.00, -1200.00)	20	未检测到信号	2441.003 s
12:00:16	测量	(-216.51, -1325.00)	1	未检测到信号	2497.003 s
12:00:16	测量	(-216.51, -1325.00)	2	未检测到信号	2503.003 s
12:00:16	测量	(-216.51, -1325.00)	3	未检测到信号	2509.003 s
12:00:16	测量	(-216.51, -1325.00)	7	示向度 190.92°	2515.003 s
12:00:16	测量	(-433.01, -1450.00)	7	示向度 177.64°	2570.003 s
12:00:16	测量	(-433.01, -1450.00)	5	未检测到信号	2576.003 s
12:00:16	测量	(-433.01, -1450.00)	6	未检测到信号	2582.003 s
12:00:16	测量	(-433.01, -1450.00)	8	未检测到信号	2588.003 s
12:00:16	测量	(-683.01, -1450.00)	7	示向度 171.01°	2644.003 s
12:00:16	测量	(-683.01, -1450.00)	9	示向度 128.78°	2650.003 s
12:00:16	测量	(-683.01, -1450.00)	11	未检测到信号	2656.003 s
12:00:16	测量	(-683.01, -1450.00)	15	未检测到信号	2662.003 s
12:00:17	测量	(-770.64, -1450.00)	7	示向度 134.78°	2685.529 s
12:00:17	测量	(-770.64, -1450.00)	9	示向度 124.55°	2691.529 s
12:00:17	测量	(-770.64, -1450.00)	17	未检测到信号	2697.529 s
12:00:17	测量	(-770.64, -1450.00)	19	未检测到信号	2703.529 s
12:00:17	测量	(-770.64, -1450.00)	20	未检测到信号	2709.529 s
12:00:17	测量	(-790.00, -1435.00)	1	未检测到信号	2720.427 s
12:00:17	测量	(-790.00, -1435.00)	2	未检测到信号	2726.427 s
12:00:17	测量	(-790.00, -1435.00)	3	未检测到信号	2732.427 s
12:00:18	测量	(-790.00, -1435.00)	7	距离过近	2738.427 s
12:00:18	测量	(-790.00, -1435.00)	9	示向度 124.05°	2744.427 s
12:00:18	清除	(-790.00, -1435.00)	7	清除成功	2749.427 s
12:00:18	测量	(-1223.01, -1185.00)	9	示向度 101.53°	2854.427 s
12:00:18	测量	(-1223.01, -1185.00)	5	未检测到信号	2860.427 s
12:00:18	测量	(-1223.01, -1185.00)	6	未检测到信号	2866.427 s
12:00:18	测量	(-1223.01, -1185.00)	8	未检测到信号	2872.427 s
12:00:18	测量	(-1348.01, -968.49)	9	示向度 85.21°	2928.427 s
12:00:18	测量	(-1348.01, -968.49)	11	未检测到信号	2934.427 s
12:00:18	测量	(-1348.01, -968.49)	15	未检测到信号	2940.427 s
12:00:18	测量	(-1348.01, -968.49)	17	未检测到信号	2946.427 s
12:00:18	测量	(-1348.01, -718.49)	1	未检测到信号	3002.427 s
12:00:18	测量	(-1348.01, -718.49)	9	示向度 61.05°	3008.427 s
12:00:18	测量	(-1348.01, -718.49)	19	未检测到信号	3014.427 s
12:00:18	测量	(-1348.01, -718.49)	20	未检测到信号	3020.427 s
12:00:19	测量	(-1320.00, -670.00)	2	未检测到信号	3037.628 s
12:00:19	测量	(-1320.00, -670.00)	3	未检测到信号	3043.628 s
12:00:19	测量	(-1320.00, -670.00)	5	未检测到信号	3049.628 s
12:00:19	测量	(-1320.00, -670.00)	9	距离过近	3055.628 s
12:00:19	清除	(-1320.00, -670.00)	9	清除成功	3060.628 s
12:00:19	测量	(-1200.00, 0.00)	1	未检测到信号	3202.760 s
12:00:19	测量	(-1200.00, 0.00)	2	未检测到信号	3208.760 s
12:00:19	测量	(-1200.00, 0.00)	3	未检测到信号	3214.760 s
12:00:19	测量	(-1200.00, 0.00)	5	未检测到信号	3220.760 s
12:00:19	测量	(-1200.00, 0.00)	6	未检测到信号	3226.760 s
12:00:19	测量	(-1200.00, 0.00)	8	未检测到信号	3232.760 s
12:00:19	测量	(-1200.00, 0.00)	11	未检测到信号	3238.760 s
12:00:19	测量	(-1200.00, 0.00)	15	未检测到信号	3244.760 s
12:00:19	测量	(-1200.00, 0.00)	17	未检测到信号	3250.760 s
12:00:19	测量	(-1200.00, 0.00)	19	未检测到信号	3256.760 s
12:00:19	测量	(-1200.00, 0.00)	20	未检测到信号	3262.760 s
12:00:19	测量	(-1200.00, 1200.00)	20	未检测到信号	3507.760 s
12:00:19	测量	(-1200.00, 1200.00)	1	未检测到信号	3513.760 s
12:00:19	测量	(-1200.00, 1200.00)	2	未检测到信号	3519.760 s
12:00:19	测量	(-1200.00, 1200.00)	3	未检测到信号	3525.760 s
12:00:19	测量	(-1200.00, 1200.00)	5	未检测到信号	3531.760 s
12:00:19	测量	(-1200.00, 1200.00)	6	未检测到信号	3537.760 s
12:00:19	测量	(-1200.00, 1200.00)	8	示向度 213.29°	3543.760 s
12:00:19	测量	(-1200.00, 1200.00)	11	未检测到信号	3549.760 s
12:00:19	测量	(-1200.00, 1200.00)	15	未检测到信号	3555.760 s
12:00:19	测量	(-1200.00, 1200.00)	17	未检测到信号	3561.760 s
12:00:19	测量	(-1200.00, 1200.00)	19	未检测到信号	3567.760 s
12:00:19	测量	(-1416.51, 1075.00)	8	示向度 26.63°	3623.760 s
12:00:20	测量	(-1305.00, 1135.00)	8	示向度 11.28°	3654.085 s
12:00:20	清除	(-1305.00, 1135.00)	8	清除成功	3659.085 s
12:00:20	测量	(1200.00, -1200.00)	1	未检测到信号	4349.986 s
12:00:20	测量	(1200.00, -1200.00)	2	未检测到信号	4355.986 s
12:00:20	测量	(1200.00, -1200.00)	5	示向度 88.59°	4361.986 s
12:00:20	测量	(1200.00, -1200.00)	6	未检测到信号	4367.986 s
12:00:20	测量	(1200.00, -1200.00)	11	未检测到信号	4373.986 s
12:00:20	测量	(1200.00, -1200.00)	17	未检测到信号	4379.986 s
12:00:20	测量	(1200.00, -1200.00)	20	未检测到信号	4385.986 s
12:00:20	测量	(1325.00, -983.49)	5	示向度 157.23°	4441.986 s
12:00:20	测量	(1212.07, -935.00)	5	示向度 161.24°	4471.566 s
12:00:20	清除	(1212.07, -935.00)	5	清除成功	4476.566 s
12:00:20	测量	(1212.07, -935.00)	3	未检测到信号	4482.566 s
12:00:20	测量	(1212.07, -935.00)	15	未检测到信号	4488.566 s
12:00:20	测量	(1212.07, -935.00)	19	未检测到信号	4494.566 s
12:00:26	退出	--	--	正常退出	4494.566 s
