共12个， 全向12个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
11:53:21	进入	--	--	进入成功	0.000 s
11:53:21	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
11:53:21	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
11:53:21	测量	(0.00, 0.00)	3	示向度 41.66°	17.000 s
11:53:21	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
11:53:21	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
11:53:21	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
11:53:21	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
11:53:21	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
11:53:21	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
11:53:21	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
11:53:21	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
11:53:21	测量	(0.00, 0.00)	12	示向度 327.11°	71.000 s
11:53:21	测量	(0.00, 0.00)	13	示向度 292.68°	77.000 s
11:53:21	测量	(0.00, 0.00)	14	示向度 101.17°	83.000 s
11:53:21	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
11:53:21	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
11:53:21	测量	(0.00, 0.00)	17	示向度 189.68°	101.000 s
11:53:21	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
11:53:21	测量	(0.00, 0.00)	19	示向度 35.71°	113.000 s
11:53:21	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
11:53:21	测量	(-800.00, 0.00)	20	未检测到信号	284.000 s
11:53:21	测量	(-800.00, 0.00)	1	未检测到信号	290.000 s
11:53:21	测量	(-800.00, 0.00)	2	未检测到信号	296.000 s
11:53:21	测量	(-800.00, 0.00)	3	未检测到信号	302.000 s
11:53:21	测量	(-800.00, 0.00)	4	示向度 204.98°	308.000 s
11:53:21	测量	(-800.00, 0.00)	5	未检测到信号	314.000 s
11:53:21	测量	(-800.00, 0.00)	6	未检测到信号	320.000 s
11:53:22	测量	(-800.00, 0.00)	7	未检测到信号	326.000 s
11:53:22	测量	(-800.00, 0.00)	8	未检测到信号	332.000 s
11:53:22	测量	(-800.00, 0.00)	9	未检测到信号	338.000 s
11:53:22	测量	(-800.00, 0.00)	10	未检测到信号	344.000 s
11:53:22	测量	(-800.00, 0.00)	11	未检测到信号	350.000 s
11:53:22	测量	(-800.00, 0.00)	12	未检测到信号	356.000 s
11:53:22	测量	(-800.00, 0.00)	13	未检测到信号	362.000 s
11:53:22	测量	(-800.00, 0.00)	14	示向度 54.99°	368.000 s
11:53:22	测量	(-800.00, 0.00)	15	未检测到信号	374.000 s
11:53:22	测量	(-800.00, 0.00)	16	未检测到信号	380.000 s
11:53:22	测量	(-800.00, 0.00)	17	示向度 224.53°	386.000 s
11:53:22	测量	(-800.00, 0.00)	18	未检测到信号	392.000 s
11:53:22	测量	(-800.00, 0.00)	19	示向度 9.94°	398.000 s
11:53:22	测量	(-970.00, -165.00)	17	示向度 221.76°	451.381 s
11:53:22	测量	(-985.00, -175.00)	17	示向度 29.19°	459.987 s
11:53:23	清除	(-985.00, -175.00)	17	清除成功	464.987 s
11:53:23	测量	(-1200.00, 0.00)	1	未检测到信号	526.431 s
11:53:23	测量	(-1200.00, 0.00)	2	未检测到信号	532.431 s
11:53:23	测量	(-1200.00, 0.00)	4	示向度 229.46°	538.431 s
11:53:23	测量	(-1200.00, 0.00)	5	未检测到信号	544.431 s
11:53:23	测量	(-1200.00, 0.00)	6	未检测到信号	550.431 s
11:53:23	测量	(-1200.00, 0.00)	7	未检测到信号	556.431 s
11:53:23	测量	(-1200.00, 0.00)	8	未检测到信号	562.431 s
11:53:23	测量	(-1200.00, 0.00)	9	未检测到信号	568.431 s
11:53:23	测量	(-1200.00, 0.00)	10	未检测到信号	574.431 s
11:53:23	测量	(-1200.00, 0.00)	11	未检测到信号	580.431 s
11:53:23	测量	(-1200.00, 0.00)	15	未检测到信号	586.431 s
11:53:23	测量	(-1200.00, 0.00)	16	未检测到信号	592.431 s
11:53:23	测量	(-1200.00, 0.00)	18	未检测到信号	598.431 s
11:53:23	测量	(-1200.00, 0.00)	20	未检测到信号	604.431 s
11:53:24	测量	(-1465.00, -310.00)	4	示向度 40.93°	691.997 s
11:53:24	测量	(-1445.00, -290.00)	4	示向度 27.70°	702.653 s
11:53:24	清除	(-1445.00, -290.00)	4	清除成功	707.653 s
11:53:24	测量	(-1400.00, 0.00)	1	未检测到信号	772.348 s
11:53:24	测量	(-1400.00, 0.00)	2	未检测到信号	778.348 s
11:53:24	测量	(-1400.00, 0.00)	5	未检测到信号	784.348 s
11:53:24	测量	(-1400.00, 0.00)	6	未检测到信号	790.348 s
11:53:25	测量	(-1400.00, 0.00)	7	未检测到信号	796.348 s
11:53:25	测量	(-1400.00, 0.00)	8	未检测到信号	802.348 s
11:53:25	测量	(-1400.00, 0.00)	9	未检测到信号	808.348 s
11:53:25	测量	(-1400.00, 0.00)	10	未检测到信号	814.348 s
11:53:25	测量	(-1400.00, 0.00)	11	未检测到信号	820.348 s
11:53:25	测量	(-1400.00, 0.00)	15	未检测到信号	826.348 s
11:53:25	测量	(-1400.00, 0.00)	16	未检测到信号	832.348 s
11:53:25	测量	(-1400.00, 0.00)	18	未检测到信号	838.348 s
11:53:25	测量	(-1400.00, 0.00)	20	未检测到信号	844.348 s
11:53:25	测量	(-1268.48, -789.12)	20	未检测到信号	1009.348 s
11:53:25	测量	(-1268.48, -789.12)	1	未检测到信号	1015.348 s
11:53:25	测量	(-1268.48, -789.12)	2	未检测到信号	1021.348 s
11:53:25	测量	(-1268.48, -789.12)	5	未检测到信号	1027.348 s
11:53:25	测量	(-1268.48, -789.12)	6	未检测到信号	1033.348 s
11:53:25	测量	(-1268.48, -789.12)	7	未检测到信号	1039.348 s
11:53:25	测量	(-1268.48, -789.12)	8	未检测到信号	1045.348 s
