共14个， 全向14个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:36:55	进入	--	--	进入成功	0.000 s
19:36:55	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
19:36:55	测量	(0.00, 0.00)	2	示向度 358.76°	11.000 s
19:36:55	测量	(0.00, 0.00)	3	示向度 105.75°	17.000 s
19:36:55	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
19:36:55	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
19:36:55	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
19:36:55	测量	(0.00, 0.00)	7	示向度 339.67°	41.000 s
19:36:55	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
19:36:55	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
19:36:55	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
19:36:55	测量	(0.00, 0.00)	11	示向度 107.08°	65.000 s
19:36:55	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
19:36:55	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
19:36:55	测量	(0.00, 0.00)	14	示向度 184.49°	83.000 s
19:36:55	测量	(0.00, 0.00)	15	示向度 359.21°	89.000 s
19:36:55	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
19:36:55	测量	(0.00, 0.00)	17	示向度 347.96°	101.000 s
19:36:55	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
19:36:55	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
19:36:55	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
19:36:57	测量	(-250.00, 433.01)	1	示向度 134.96°	225.000 s
19:36:57	测量	(-250.00, 433.01)	2	示向度 331.30°	231.000 s
19:36:57	测量	(-250.00, 433.01)	3	示向度 7.63°	237.000 s
19:36:57	测量	(-250.00, 433.01)	4	未检测到信号	243.000 s
19:36:57	测量	(-250.00, 433.01)	5	未检测到信号	249.000 s
19:36:57	测量	(-250.00, 433.01)	7	示向度 323.30°	255.000 s
19:36:57	测量	(-250.00, 433.01)	11	示向度 324.92°	261.000 s
19:36:57	测量	(-250.00, 433.01)	14	示向度 211.83°	267.000 s
19:36:57	测量	(-250.00, 433.01)	15	示向度 332.64°	273.000 s
19:36:57	测量	(-250.00, 433.01)	17	未检测到信号	279.000 s
19:36:59	清除	(-126.78, 449.52)	3	清除成功	308.865 s
19:37:00	清除	(-100.87, 328.28)	11	清除成功	338.661 s
19:37:02	清除	(563.18, -12.19)	2	范围内无目标	490.909 s
19:37:04	清除	(602.86, -8.31)	15	清除成功	503.883 s
19:37:05	清除	(658.01, -243.80)	7	清除成功	557.254 s
19:37:07	测量	(552.79, -138.58)	17	示向度 351.15°	592.013 s
19:37:07	测量	(552.79, -138.58)	2	示向度 73.88°	598.013 s
19:37:07	测量	(552.79, -138.58)	6	示向度 295.94°	604.013 s
19:37:07	测量	(552.79, -138.58)	8	未检测到信号	610.013 s
19:37:07	测量	(552.79, -138.58)	9	未检测到信号	616.013 s
19:37:09	清除	(911.88, -194.49)	17	范围内无目标	691.696 s
19:37:10	测量	(590.00, -20.00)	2	示向度 84.74°	770.923 s
19:37:10	测量	(590.00, -20.00)	6	示向度 293.05°	776.923 s
19:37:10	测量	(590.00, -20.00)	10	未检测到信号	782.923 s
19:37:10	测量	(590.00, -20.00)	12	未检测到信号	788.923 s
19:37:10	测量	(590.00, -20.00)	13	未检测到信号	794.923 s
19:37:10	测量	(590.00, -20.00)	17	示向度 309.31°	800.923 s
19:37:10	清除	(590.00, -20.00)	2	清除成功	805.923 s
19:37:12	清除	(702.02, -156.00)	17	清除成功	846.162 s
19:37:13	测量	(952.02, -589.02)	4	示向度 247.15°	952.162 s
19:37:13	测量	(952.02, -589.02)	5	未检测到信号	958.162 s
19:37:13	测量	(952.02, -589.02)	6	示向度 282.88°	964.162 s
19:37:13	测量	(952.02, -589.02)	16	未检测到信号	970.162 s
19:37:14	清除	(1108.48, -1263.48)	6	清除成功	1113.637 s
19:37:15	测量	(867.00, -1328.18)	4	示向度 201.23°	1169.637 s
19:37:15	测量	(867.00, -1328.18)	18	未检测到信号	1175.637 s
19:37:15	测量	(867.00, -1328.18)	19	未检测到信号	1181.637 s
19:37:15	测量	(867.00, -1328.18)	20	未检测到信号	1187.637 s
19:37:15	清除	(596.21, -1433.38)	4	清除成功	1250.737 s
19:37:15	测量	(596.21, -1433.38)	20	未检测到信号	1255.737 s
19:37:15	测量	(596.21, -1433.38)	5	未检测到信号	1261.737 s
19:37:15	测量	(596.21, -1433.38)	8	未检测到信号	1267.737 s
19:37:15	测量	(596.21, -1433.38)	9	未检测到信号	1273.737 s
19:37:15	测量	(596.21, -1433.38)	10	未检测到信号	1279.737 s
19:37:15	测量	(596.21, -1433.38)	12	未检测到信号	1285.737 s
19:37:15	测量	(596.21, -1433.38)	13	未检测到信号	1291.737 s
19:37:15	测量	(596.21, -1433.38)	16	未检测到信号	1297.737 s
19:37:15	测量	(596.21, -1433.38)	18	未检测到信号	1303.737 s
19:37:15	测量	(596.21, -1433.38)	19	未检测到信号	1309.737 s
19:37:16	测量	(-651.95, -432.33)	19	未检测到信号	1634.737 s
19:37:16	测量	(-651.95, -432.33)	5	未检测到信号	1640.737 s
19:37:16	测量	(-651.95, -432.33)	8	示向度 137.64°	1646.737 s
19:37:16	测量	(-651.95, -432.33)	9	未检测到信号	1652.737 s
19:37:16	测量	(-651.95, -432.33)	10	未检测到信号	1658.737 s
19:37:16	测量	(-651.95, -432.33)	12	未检测到信号	1664.737 s
19:37:16	测量	(-651.95, -432.33)	13	未检测到信号	1670.737 s
19:37:16	测量	(-651.95, -432.33)	14	示向度 142.08°	1676.737 s
19:37:16	测量	(-651.95, -432.33)	16	未检测到信号	1682.737 s
19:37:16	测量	(-651.95, -432.33)	18	未检测到信号	1688.737 s
19:37:16	测量	(-651.95, -432.33)	20	未检测到信号	1694.737 s
19:37:17	清除	(-1092.25, -87.96)	14	清除成功	1811.531 s
19:37:18	测量	(-1308.75, 37.04)	8	示向度 121.79°	1867.531 s
19:37:18	测量	(-1308.75, 37.04)	9	未检测到信号	1873.531 s
19:37:18	测量	(-1308.75, 37.04)	10	未检测到信号	1879.531 s
19:37:18	测量	(-1308.75, 37.04)	12	未检测到信号	1885.531 s
19:37:19	清除	(-1493.38, 334.93)	8	范围内无目标	1958.625 s
19:37:20	测量	(-1505.00, 350.00)	1	示向度 57.76°	1968.431 s
19:37:20	测量	(-1505.00, 350.00)	8	示向度 115.37°	1974.431 s
19:37:20	测量	(-1505.00, 350.00)	13	未检测到信号	1980.431 s
19:37:20	测量	(-1505.00, 350.00)	16	未检测到信号	1986.431 s
19:37:20	测量	(-1505.00, 350.00)	18	未检测到信号	1992.431 s
19:37:21	测量	(-1520.00, 380.00)	1	示向度 56.34°	2005.139 s
19:37:21	测量	(-1520.00, 380.00)	5	未检测到信号	2011.139 s
19:37:21	测量	(-1520.00, 380.00)	8	示向度 299.79°	2017.139 s
19:37:21	测量	(-1520.00, 380.00)	19	未检测到信号	2023.139 s
19:37:21	测量	(-1520.00, 380.00)	20	未检测到信号	2029.139 s
19:37:21	清除	(-1520.00, 380.00)	8	清除成功	2034.139 s
19:37:21	清除	(-988.89, 1173.03)	1	清除成功	2230.028 s
19:37:21	测量	(-700.00, 1212.44)	20	未检测到信号	2293.342 s
19:37:21	测量	(-700.00, 1212.44)	5	未检测到信号	2299.342 s
19:37:21	测量	(-700.00, 1212.44)	9	未检测到信号	2305.342 s
19:37:21	测量	(-700.00, 1212.44)	10	未检测到信号	2311.342 s
19:37:21	测量	(-700.00, 1212.44)	12	未检测到信号	2317.342 s
19:37:21	测量	(-700.00, 1212.44)	13	未检测到信号	2323.342 s
19:37:21	测量	(-700.00, 1212.44)	16	未检测到信号	2329.342 s
19:37:21	测量	(-700.00, 1212.44)	18	未检测到信号	2335.342 s
19:37:21	测量	(-700.00, 1212.44)	19	未检测到信号	2341.342 s
19:37:21	测量	(100.00, 1212.44)	19	未检测到信号	2506.342 s
19:37:21	测量	(100.00, 1212.44)	5	未检测到信号	2512.342 s
19:37:21	测量	(100.00, 1212.44)	9	未检测到信号	2518.342 s
19:37:21	测量	(100.00, 1212.44)	10	未检测到信号	2524.342 s
19:37:21	测量	(100.00, 1212.44)	12	未检测到信号	2530.342 s
19:37:21	测量	(100.00, 1212.44)	13	未检测到信号	2536.342 s
19:37:21	测量	(100.00, 1212.44)	16	示向度 36.34°	2542.342 s
19:37:21	测量	(100.00, 1212.44)	18	未检测到信号	2548.342 s
19:37:21	测量	(100.00, 1212.44)	20	未检测到信号	2554.342 s
19:37:22	测量	(341.48, 1277.14)	5	未检测到信号	2610.342 s
19:37:22	测量	(341.48, 1277.14)	16	示向度 49.88°	2616.342 s
19:37:22	测量	(341.48, 1277.14)	18	未检测到信号	2622.342 s
19:37:22	测量	(341.48, 1277.14)	19	未检测到信号	2628.342 s
