共11个， 全向11个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
00:08:51	进入	--	--	进入成功	0.000 s
00:08:52	测量	(0.00, 0.00)	1	示向度 347.64°	5.000 s
00:08:52	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
00:08:52	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
00:08:52	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
00:08:52	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
00:08:52	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
00:08:52	测量	(0.00, 0.00)	7	示向度 23.53°	41.000 s
00:08:52	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
00:08:52	测量	(0.00, 0.00)	9	示向度 183.28°	53.000 s
00:08:52	测量	(0.00, 0.00)	10	示向度 198.21°	59.000 s
00:08:52	测量	(0.00, 0.00)	11	示向度 222.54°	65.000 s
00:08:52	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
00:08:52	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
00:08:52	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
00:08:52	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
00:08:52	测量	(0.00, 0.00)	16	示向度 265.71°	95.000 s
00:08:52	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
00:08:52	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
00:08:52	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
00:08:52	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
00:08:53	测量	(-490.50, 97.00)	1	未检测到信号	225.000 s
00:08:53	测量	(-490.50, 97.00)	2	未检测到信号	231.000 s
00:08:53	测量	(-490.50, 97.00)	3	未检测到信号	237.000 s
00:08:53	测量	(-490.50, 97.00)	4	未检测到信号	243.000 s
00:08:54	测量	(-490.50, 97.00)	7	未检测到信号	249.000 s
00:08:54	测量	(-490.50, 97.00)	9	示向度 199.53°	255.000 s
00:08:54	测量	(-490.50, 97.00)	10	示向度 219.33°	261.000 s
00:08:54	测量	(-490.50, 97.00)	11	示向度 258.56°	267.000 s
00:08:54	测量	(-490.50, 97.00)	16	示向度 287.68°	273.000 s
00:08:55	清除	(-911.17, -52.22)	9	范围内无目标	365.270 s
00:08:56	清除	(-1017.35, -334.68)	10	清除成功	430.623 s
00:08:57	清除	(-626.46, -574.85)	11	范围内无目标	525.378 s
00:08:59	测量	(-625.00, -575.00)	16	示向度 312.72°	530.671 s
