共15个， 全向15个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:16:39	进入	--	--	进入成功	0.000 s
19:16:39	测量	(0.00, 0.00)	1	示向度 50.46°	5.000 s
19:16:39	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
19:16:39	测量	(0.00, 0.00)	3	示向度 88.06°	17.000 s
19:16:39	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
19:16:39	测量	(0.00, 0.00)	5	示向度 185.24°	29.000 s
19:16:39	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
19:16:39	测量	(0.00, 0.00)	7	示向度 183.05°	41.000 s
19:16:39	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
19:16:39	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
19:16:39	测量	(0.00, 0.00)	10	示向度 28.14°	59.000 s
19:16:39	测量	(0.00, 0.00)	11	示向度 163.60°	65.000 s
19:16:39	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
19:16:39	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
19:16:39	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
19:16:39	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
19:16:39	测量	(0.00, 0.00)	16	示向度 259.18°	95.000 s
19:16:39	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
19:16:40	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
19:16:40	测量	(0.00, 0.00)	19	示向度 86.03°	113.000 s
19:16:40	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
19:16:42	测量	(-482.96, -129.41)	1	示向度 22.95°	225.000 s
19:16:42	测量	(-482.96, -129.41)	2	未检测到信号	231.000 s
19:16:42	测量	(-482.96, -129.41)	3	示向度 66.56°	237.000 s
19:16:42	测量	(-482.96, -129.41)	4	未检测到信号	243.000 s
19:16:42	测量	(-482.96, -129.41)	5	示向度 178.26°	249.000 s
19:16:42	测量	(-482.96, -129.41)	6	未检测到信号	255.000 s
19:16:42	测量	(-482.96, -129.41)	7	示向度 171.40°	261.000 s
19:16:42	测量	(-482.96, -129.41)	10	未检测到信号	267.000 s
19:16:42	测量	(-482.96, -129.41)	11	示向度 148.99°	273.000 s
19:16:42	测量	(-482.96, -129.41)	16	示向度 280.60°	279.000 s
19:16:42	测量	(-482.96, -129.41)	19	示向度 45.32°	285.000 s
19:16:44	清除	(-989.89, -52.74)	7	清除成功	392.538 s
19:16:45	清除	(-1180.13, -108.23)	5	范围内无目标	435.172 s
19:16:47	清除	(-1368.13, 402.66)	11	范围内无目标	547.049 s
19:16:48	测量	(-1325.00, 385.00)	5	示向度 289.20°	562.370 s
19:16:48	测量	(-1325.00, 385.00)	8	未检测到信号	568.370 s
19:16:48	测量	(-1325.00, 385.00)	9	未检测到信号	574.370 s
19:16:48	测量	(-1325.00, 385.00)	11	示向度 333.24°	580.370 s
19:16:48	测量	(-1325.00, 385.00)	12	未检测到信号	586.370 s
19:16:49	测量	(-1270.00, 360.00)	5	示向度 283.78°	604.453 s
19:16:49	测量	(-1270.00, 360.00)	11	示向度 313.80°	610.453 s
19:16:49	测量	(-1270.00, 360.00)	13	未检测到信号	616.453 s
19:16:49	测量	(-1270.00, 360.00)	14	未检测到信号	622.453 s
19:16:49	测量	(-1270.00, 360.00)	15	未检测到信号	628.453 s
19:16:49	清除	(-1270.00, 360.00)	11	清除成功	633.453 s
19:16:50	清除	(-1154.58, -107.38)	5	清除成功	734.737 s
19:16:51	清除	(95.31, 115.46)	1	清除成功	993.658 s
19:16:53	清除	(26.79, 386.07)	19	清除成功	1054.489 s
19:16:54	清除	(36.17, 1067.95)	3	清除成功	1195.877 s
19:16:55	测量	(469.19, 817.95)	10	示向度 313.90°	1301.877 s
19:16:55	测量	(469.19, 817.95)	17	未检测到信号	1307.877 s
19:16:55	测量	(469.19, 817.95)	18	未检测到信号	1313.877 s
19:16:55	测量	(469.19, 817.95)	20	未检测到信号	1319.877 s
19:16:55	清除	(829.42, 443.61)	10	清除成功	1428.780 s
19:16:55	测量	(829.42, 443.61)	20	未检测到信号	1433.780 s
19:16:55	测量	(829.42, 443.61)	2	示向度 97.03°	1439.780 s
19:16:55	测量	(829.42, 443.61)	4	未检测到信号	1445.780 s
19:16:55	测量	(829.42, 443.61)	6	未检测到信号	1451.780 s
19:16:55	测量	(829.42, 443.61)	8	未检测到信号	1457.780 s
19:16:55	测量	(829.42, 443.61)	9	未检测到信号	1463.780 s
19:16:56	测量	(829.42, 443.61)	12	示向度 307.18°	1469.780 s
19:16:56	测量	(829.42, 443.61)	13	未检测到信号	1475.780 s
19:16:56	测量	(829.42, 443.61)	14	未检测到信号	1481.780 s
19:16:56	测量	(829.42, 443.61)	15	示向度 73.04°	1487.780 s
19:16:56	测量	(829.42, 443.61)	17	未检测到信号	1493.780 s
19:16:56	测量	(829.42, 443.61)	18	未检测到信号	1499.780 s
19:16:58	测量	(764.72, 685.09)	2	示向度 94.03°	1555.780 s
19:16:58	测量	(764.72, 685.09)	4	未检测到信号	1561.780 s
19:16:58	测量	(764.72, 685.09)	6	未检测到信号	1567.780 s
19:16:58	测量	(764.72, 685.09)	8	未检测到信号	1573.780 s
19:16:58	测量	(764.72, 685.09)	12	未检测到信号	1579.780 s
19:16:58	测量	(764.72, 685.09)	15	示向度 61.83°	1585.780 s
19:16:59	清除	(718.17, 1345.79)	2	范围内无目标	1721.246 s
19:17:00	清除	(1086.07, 1285.17)	15	清除成功	1800.818 s
19:17:01	测量	(836.07, 1285.17)	2	示向度 179.61°	1856.818 s
19:17:01	测量	(836.07, 1285.17)	9	未检测到信号	1862.818 s
19:17:01	测量	(836.07, 1285.17)	13	未检测到信号	1868.818 s
19:17:01	测量	(836.07, 1285.17)	14	未检测到信号	1874.818 s
19:17:02	清除	(723.95, 1286.01)	2	清除成功	1902.242 s
19:17:02	测量	(1173.95, 506.59)	12	示向度 287.49°	2088.242 s
19:17:03	清除	(1452.75, -378.19)	12	范围内无目标	2276.775 s
19:17:04	测量	(1460.00, -395.00)	12	距离过近	2285.436 s
19:17:04	测量	(1460.00, -395.00)	4	未检测到信号	2291.436 s
19:17:04	测量	(1460.00, -395.00)	6	未检测到信号	2297.436 s
19:17:04	测量	(1460.00, -395.00)	8	未检测到信号	2303.436 s
19:17:04	清除	(1460.00, -395.00)	12	清除成功	2308.436 s
19:17:04	测量	(58.70, -1167.24)	8	未检测到信号	2633.436 s
19:17:04	测量	(58.70, -1167.24)	4	未检测到信号	2639.436 s
19:17:04	测量	(58.70, -1167.24)	6	未检测到信号	2645.436 s
19:17:04	测量	(58.70, -1167.24)	9	未检测到信号	2651.436 s
19:17:04	测量	(58.70, -1167.24)	13	未检测到信号	2657.436 s
19:17:04	测量	(58.70, -1167.24)	14	示向度 324.75°	2663.436 s
19:17:04	测量	(58.70, -1167.24)	16	示向度 205.14°	2669.436 s
19:17:04	测量	(58.70, -1167.24)	17	示向度 203.00°	2675.436 s
19:17:04	测量	(58.70, -1167.24)	18	未检测到信号	2681.436 s
19:17:04	测量	(58.70, -1167.24)	20	未检测到信号	2687.436 s
19:17:06	清除	(-256.61, -1317.20)	16	清除成功	2762.266 s
19:17:07	测量	(-433.39, -1493.97)	8	未检测到信号	2818.266 s
19:17:07	测量	(-433.39, -1493.97)	9	未检测到信号	2824.266 s
19:17:07	测量	(-433.39, -1493.97)	13	未检测到信号	2830.266 s
19:17:07	测量	(-433.39, -1493.97)	14	示向度 359.36°	2836.266 s
19:17:07	测量	(-433.39, -1493.97)	17	示向度 79.22°	2842.266 s
19:17:08	清除	(-408.97, -1365.75)	17	清除成功	2873.372 s
19:17:08	清除	(536.35, -1504.81)	14	清除成功	3069.470 s
19:17:08	退出	--	--	正常退出	3069.470 s
