共16个， 全向16个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
17:02:24	进入	--	--	进入成功	0.000 s
17:02:24	测量	(0.00, 0.00)	1	示向度 228.68°	5.000 s
17:02:24	测量	(0.00, 0.00)	2	示向度 151.63°	11.000 s
17:02:24	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
17:02:24	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
17:02:24	测量	(0.00, 0.00)	5	示向度 275.61°	29.000 s
17:02:24	测量	(0.00, 0.00)	6	示向度 77.04°	35.000 s
17:02:24	测量	(0.00, 0.00)	7	示向度 350.19°	41.000 s
17:02:24	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
17:02:24	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
17:02:24	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
17:02:24	测量	(0.00, 0.00)	11	示向度 359.22°	65.000 s
17:02:24	测量	(0.00, 0.00)	12	示向度 95.92°	71.000 s
17:02:24	测量	(0.00, 0.00)	13	示向度 182.74°	77.000 s
17:02:24	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
17:02:24	测量	(0.00, 0.00)	15	示向度 105.91°	89.000 s
17:02:24	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
17:02:24	测量	(0.00, 0.00)	17	示向度 344.92°	101.000 s
17:02:24	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
17:02:24	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
17:02:24	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
17:02:26	测量	(-482.96, -129.41)	1	示向度 293.10°	225.000 s
17:02:26	测量	(-482.96, -129.41)	2	示向度 104.19°	231.000 s
17:02:26	测量	(-482.96, -129.41)	3	示向度 225.73°	237.000 s
17:02:26	测量	(-482.96, -129.41)	4	示向度 181.71°	243.000 s
17:02:26	测量	(-482.96, -129.41)	5	示向度 304.46°	249.000 s
17:02:26	测量	(-482.96, -129.41)	6	未检测到信号	255.000 s
17:02:27	测量	(-482.96, -129.41)	7	示向度 6.65°	261.000 s
17:02:27	测量	(-482.96, -129.41)	8	未检测到信号	267.000 s
17:02:27	测量	(-482.96, -129.41)	11	示向度 6.59°	273.000 s
17:02:27	测量	(-482.96, -129.41)	12	未检测到信号	279.000 s
17:02:27	测量	(-482.96, -129.41)	13	示向度 168.35°	285.000 s
17:02:27	测量	(-482.96, -129.41)	15	示向度 50.25°	291.000 s
17:02:27	测量	(-482.96, -129.41)	17	未检测到信号	297.000 s
17:02:28	测量	(-360.00, -410.00)	17	未检测到信号	363.270 s
17:02:28	测量	(-360.00, -410.00)	1	距离过近	369.270 s
17:02:28	测量	(-360.00, -410.00)	2	示向度 107.23°	375.270 s
17:02:28	测量	(-360.00, -410.00)	3	示向度 209.81°	381.270 s
17:02:28	测量	(-360.00, -410.00)	4	示向度 168.61°	387.270 s
17:02:28	测量	(-360.00, -410.00)	5	示向度 308.70°	393.270 s
17:02:28	测量	(-360.00, -410.00)	7	示向度 30.17°	399.270 s
17:02:28	测量	(-360.00, -410.00)	9	示向度 297.69°	405.270 s
17:02:28	测量	(-360.00, -410.00)	10	未检测到信号	411.270 s
17:02:28	测量	(-360.00, -410.00)	11	示向度 21.69°	417.270 s
17:02:28	测量	(-360.00, -410.00)	13	示向度 145.88°	423.270 s
17:02:28	测量	(-360.00, -410.00)	14	未检测到信号	429.270 s
