共15个， 全向15个， 定向0个

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:15:47	进入	--	--	进入成功	0.000 s
19:15:47	测量	(0.00, 0.00)	1	示向度 84.41°	5.000 s
19:15:47	测量	(0.00, 0.00)	2	示向度 191.80°	11.000 s
19:15:47	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
19:15:47	测量	(0.00, 0.00)	4	示向度 88.42°	23.000 s
19:15:47	测量	(0.00, 0.00)	5	示向度 335.55°	29.000 s
19:15:47	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
19:15:47	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
19:15:47	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
19:15:47	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
19:15:47	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
19:15:47	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
19:15:47	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
19:15:47	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
19:15:47	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
19:15:47	测量	(0.00, 0.00)	15	示向度 322.36°	89.000 s
19:15:47	测量	(0.00, 0.00)	16	示向度 344.57°	95.000 s
19:15:47	测量	(0.00, 0.00)	17	示向度 120.36°	101.000 s
19:15:47	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
19:15:47	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
19:15:47	测量	(0.00, 0.00)	20	示向度 84.38°	119.000 s
19:15:50	测量	(482.96, -129.41)	20	示向度 120.09°	224.000 s
19:15:50	测量	(482.96, -129.41)	1	示向度 108.55°	230.000 s
19:15:50	测量	(482.96, -129.41)	2	示向度 181.23°	236.000 s
19:15:50	测量	(482.96, -129.41)	3	未检测到信号	242.000 s
19:15:50	测量	(482.96, -129.41)	4	未检测到信号	248.000 s
19:15:50	测量	(482.96, -129.41)	5	示向度 316.40°	254.000 s
19:15:50	测量	(482.96, -129.41)	6	未检测到信号	260.000 s
19:15:50	测量	(482.96, -129.41)	7	未检测到信号	266.000 s
19:15:50	测量	(482.96, -129.41)	15	示向度 308.68°	272.000 s
19:15:50	测量	(482.96, -129.41)	16	示向度 215.01°	278.000 s
19:15:50	测量	(482.96, -129.41)	17	示向度 147.00°	284.000 s
19:15:50	清除	(482.96, -129.41)	16	清除成功	289.000 s
19:15:52	清除	(664.19, -301.99)	5	清除成功	344.050 s
19:15:53	清除	(991.58, -764.72)	15	范围内无目标	460.419 s
19:15:54	测量	(1005.00, -780.00)	8	未检测到信号	470.485 s
19:15:54	测量	(1005.00, -780.00)	9	未检测到信号	476.485 s
19:15:54	测量	(1005.00, -780.00)	10	未检测到信号	482.485 s
19:15:54	测量	(1005.00, -780.00)	15	示向度 134.09°	488.485 s
19:15:55	测量	(940.00, -710.00)	15	示向度 297.14°	512.590 s
19:15:55	测量	(940.00, -710.00)	11	示向度 50.83°	518.590 s
19:15:55	测量	(940.00, -710.00)	12	示向度 342.14°	524.590 s
19:15:55	测量	(940.00, -710.00)	13	未检测到信号	530.590 s
19:15:55	清除	(940.00, -710.00)	15	清除成功	535.590 s
19:15:57	测量	(1190.00, -710.00)	11	示向度 60.41°	591.590 s
19:15:57	测量	(1190.00, -710.00)	12	示向度 329.08°	597.590 s
