共11个， 全向10个， 定向1个

接收时间	指令	位置	频道	响应摘要	虚拟时间
05:26:22	进入	--	--	进入成功	0.000 s
05:26:22	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
05:26:22	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
05:26:22	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
05:26:22	测量	(0.00, 0.00)	4	示向度 352.72°	23.000 s
05:26:22	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
05:26:23	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
05:26:23	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
05:26:23	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
05:26:23	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
05:26:23	测量	(0.00, 0.00)	10	示向度 359.57°	59.000 s
05:26:23	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
05:26:23	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
05:26:23	测量	(0.00, 0.00)	13	示向度 35.23°	77.000 s
05:26:23	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
05:26:23	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
05:26:23	测量	(0.00, 0.00)	16	示向度 35.03°	95.000 s
05:26:23	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
05:26:23	测量	(0.00, 0.00)	18	示向度 266.38°	107.000 s
05:26:23	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
05:26:23	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
05:26:23	测量	(800.00, 0.00)	20	示向度 342.52°	284.000 s
05:26:23	测量	(800.00, 0.00)	1	未检测到信号	290.000 s
05:26:23	测量	(800.00, 0.00)	2	未检测到信号	296.000 s
05:26:23	测量	(800.00, 0.00)	3	未检测到信号	302.000 s
05:26:23	测量	(800.00, 0.00)	4	示向度 333.41°	308.000 s
05:26:23	测量	(800.00, 0.00)	5	未检测到信号	314.000 s
05:26:23	测量	(800.00, 0.00)	6	未检测到信号	320.000 s
05:26:23	测量	(800.00, 0.00)	7	未检测到信号	326.000 s
05:26:23	测量	(800.00, 0.00)	8	未检测到信号	332.000 s
05:26:23	测量	(800.00, 0.00)	9	未检测到信号	338.000 s
05:26:23	测量	(800.00, 0.00)	10	示向度 358.81°	344.000 s
05:26:23	测量	(800.00, 0.00)	11	未检测到信号	350.000 s
05:26:23	测量	(800.00, 0.00)	12	未检测到信号	356.000 s
05:26:23	测量	(800.00, 0.00)	13	示向度 119.15°	362.000 s
05:26:23	测量	(800.00, 0.00)	14	未检测到信号	368.000 s
05:26:23	测量	(800.00, 0.00)	15	示向度 282.00°	374.000 s
05:26:23	测量	(800.00, 0.00)	16	示向度 81.60°	380.000 s
05:26:23	测量	(800.00, 0.00)	17	未检测到信号	386.000 s
05:26:23	测量	(800.00, 0.00)	18	示向度 203.06°	392.000 s
05:26:23	测量	(800.00, 0.00)	19	未检测到信号	398.000 s
05:26:23	测量	(400.00, 692.82)	19	未检测到信号	563.000 s
05:26:23	测量	(400.00, 692.82)	1	未检测到信号	569.000 s
05:26:23	测量	(400.00, 692.82)	2	示向度 135.36°	575.000 s
05:26:23	测量	(400.00, 692.82)	3	未检测到信号	581.000 s
05:26:23	测量	(400.00, 692.82)	4	示向度 309.84°	587.000 s
05:26:23	测量	(400.00, 692.82)	5	未检测到信号	593.000 s
05:26:23	测量	(400.00, 692.82)	6	未检测到信号	599.000 s
05:26:23	测量	(400.00, 692.82)	7	未检测到信号	605.000 s
05:26:23	测量	(400.00, 692.82)	8	示向度 61.08°	611.000 s
05:26:23	测量	(400.00, 692.82)	9	未检测到信号	617.000 s
05:26:23	测量	(400.00, 692.82)	10	示向度 319.41°	623.000 s
05:26:23	测量	(400.00, 692.82)	11	未检测到信号	629.000 s
05:26:23	测量	(400.00, 692.82)	12	未检测到信号	635.000 s
05:26:23	测量	(400.00, 692.82)	14	未检测到信号	641.000 s
05:26:23	测量	(400.00, 692.82)	16	示向度 350.29°	647.000 s
05:26:23	测量	(400.00, 692.82)	17	未检测到信号	653.000 s
05:26:23	测量	(-400.00, 692.82)	17	未检测到信号	818.000 s
05:26:23	测量	(-400.00, 692.82)	1	未检测到信号	824.000 s
05:26:23	测量	(-400.00, 692.82)	2	示向度 96.88°	830.000 s
05:26:23	测量	(-400.00, 692.82)	3	未检测到信号	836.000 s
05:26:23	测量	(-400.00, 692.82)	5	未检测到信号	842.000 s
05:26:23	测量	(-400.00, 692.82)	6	未检测到信号	848.000 s
05:26:23	测量	(-400.00, 692.82)	7	未检测到信号	854.000 s
05:26:23	测量	(-400.00, 692.82)	9	未检测到信号	860.000 s
05:26:23	测量	(-400.00, 692.82)	11	未检测到信号	866.000 s
05:26:23	测量	(-400.00, 692.82)	12	未检测到信号	872.000 s
05:26:23	测量	(-400.00, 692.82)	13	示向度 344.13°	878.000 s
05:26:23	测量	(-400.00, 692.82)	14	未检测到信号	884.000 s
05:26:23	测量	(-400.00, 692.82)	16	示向度 355.92°	890.000 s
05:26:23	测量	(-400.00, 692.82)	18	示向度 290.51°	896.000 s
05:26:23	测量	(-400.00, 692.82)	19	未检测到信号	902.000 s
05:26:23	测量	(-800.00, 0.00)	19	未检测到信号	1067.000 s
05:26:23	测量	(-800.00, 0.00)	1	未检测到信号	1073.000 s
05:26:23	测量	(-800.00, 0.00)	3	未检测到信号	1079.000 s
05:26:23	测量	(-800.00, 0.00)	5	未检测到信号	1085.000 s
05:26:23	测量	(-800.00, 0.00)	6	未检测到信号	1091.000 s
05:26:23	测量	(-800.00, 0.00)	7	未检测到信号	1097.000 s
05:26:23	测量	(-800.00, 0.00)	9	未检测到信号	1103.000 s
05:26:23	测量	(-800.00, 0.00)	11	示向度 161.86°	1109.000 s
05:26:23	测量	(-800.00, 0.00)	12	示向度 245.48°	1115.000 s
05:26:24	测量	(-800.00, 0.00)	14	未检测到信号	1121.000 s
