共11个， 全向1个， 定向10个

接收时间	指令	位置	频道	响应摘要	虚拟时间
23:33:25	进入	--	--	进入成功	0.000 s
23:33:25	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
23:33:25	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
23:33:25	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
23:33:25	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
23:33:25	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
23:33:25	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
23:33:25	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
23:33:25	测量	(0.00, 0.00)	8	示向度 129.04°	47.000 s
23:33:25	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
23:33:25	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
23:33:25	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
23:33:25	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
23:33:25	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
23:33:25	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
23:33:25	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
23:33:25	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
23:33:25	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
23:33:25	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
23:33:25	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
23:33:25	测量	(0.00, 0.00)	20	示向度 104.33°	119.000 s
23:33:25	测量	(-79.27, 289.34)	20	示向度 105.13°	184.000 s
23:33:25	测量	(-79.27, 289.34)	8	未检测到信号	190.000 s
23:33:25	测量	(-360.80, 392.99)	8	示向度 321.86°	255.000 s
23:33:25	测量	(-360.80, 392.99)	20	示向度 83.56°	261.000 s
23:33:25	测量	(-295.37, 204.33)	20	示向度 88.41°	305.937 s
23:33:25	测量	(-295.37, 204.33)	8	示向度 74.04°	311.937 s
23:33:25	清除	(-260.00, 300.00)	8	清除成功	337.338 s
23:33:25	测量	(-280.00, 1060.00)	20	未检测到信号	495.390 s
23:33:25	清除	(-280.00, 1060.00)	20	清除成功	500.390 s
23:33:25	测量	(-450.00, 779.42)	1	未检测到信号	572.002 s
23:33:25	测量	(-450.00, 779.42)	2	未检测到信号	578.002 s
23:33:25	测量	(-450.00, 779.42)	3	示向度 66.19°	584.002 s
23:33:25	测量	(-450.00, 779.42)	4	未检测到信号	590.002 s
23:33:25	测量	(-450.00, 779.42)	5	未检测到信号	596.002 s
23:33:25	测量	(-450.00, 779.42)	6	未检测到信号	602.002 s
23:33:25	测量	(-450.00, 779.42)	7	未检测到信号	608.002 s
23:33:25	测量	(-450.00, 779.42)	9	示向度 61.25°	614.002 s
23:33:25	测量	(-450.00, 779.42)	10	未检测到信号	620.002 s
23:33:25	测量	(-450.00, 779.42)	11	未检测到信号	626.002 s
23:33:25	测量	(-450.00, 779.42)	12	未检测到信号	632.002 s
23:33:25	测量	(-450.00, 779.42)	13	未检测到信号	638.002 s
23:33:25	测量	(-450.00, 779.42)	14	未检测到信号	644.002 s
23:33:25	测量	(-450.00, 779.42)	15	未检测到信号	650.002 s
23:33:25	测量	(-450.00, 779.42)	16	未检测到信号	656.002 s
23:33:25	测量	(-450.00, 779.42)	17	未检测到信号	662.002 s
23:33:25	测量	(-450.00, 779.42)	18	未检测到信号	668.002 s
23:33:25	测量	(-450.00, 779.42)	19	未检测到信号	674.002 s
23:33:25	测量	(-394.37, 862.52)	3	示向度 70.09°	700.002 s
23:33:25	测量	(-394.37, 862.52)	9	示向度 62.05°	706.002 s
23:33:25	测量	(-358.75, 955.96)	9	示向度 60.26°	731.002 s
23:33:25	测量	(-358.75, 955.96)	3	示向度 70.21°	737.002 s
23:33:25	清除	(-360.00, 960.00)	3	范围内无目标	740.848 s
23:33:25	清除	(-360.00, 980.00)	3	范围内无目标	747.848 s
23:33:25	清除	(-340.00, 1000.00)	3	范围内无目标	756.504 s
23:33:25	清除	(-340.00, 1020.00)	3	范围内无目标	763.504 s
23:33:25	清除	(-340.00, 1040.00)	3	范围内无目标	770.504 s
23:33:25	清除	(-320.00, 1040.00)	3	范围内无目标	777.504 s
23:33:25	测量	(-359.70, 948.22)	3	示向度 70.62°	802.504 s
23:33:25	测量	(-359.70, 948.22)	9	示向度 60.65°	808.504 s
23:33:26	测量	(-377.03, 905.37)	9	示向度 61.33°	822.749 s
23:33:26	测量	(-377.03, 905.37)	3	示向度 70.57°	828.749 s
23:33:26	清除	(-360.00, 960.00)	9	范围内无目标	843.194 s
23:33:26	清除	(-320.00, 1060.00)	3	范围内无目标	867.735 s
23:33:26	清除	(-300.00, 1060.00)	9	范围内无目标	874.735 s
23:33:26	清除	(-300.00, 1040.00)	9	范围内无目标	881.735 s
23:33:26	清除	(-320.00, 1020.00)	9	范围内无目标	890.392 s
23:33:26	清除	(-320.00, 1000.00)	9	范围内无目标	897.392 s
23:33:26	清除	(-340.00, 1000.00)	9	范围内无目标	904.392 s
23:33:26	清除	(-340.00, 980.00)	9	范围内无目标	911.392 s
23:33:26	清除	(-340.00, 960.00)	9	范围内无目标	918.392 s
23:33:26	清除	(-320.00, 1080.00)	3	范围内无目标	945.723 s
23:33:26	清除	(-300.00, 1080.00)	3	范围内无目标	952.723 s
23:33:26	清除	(-300.00, 1100.00)	3	范围内无目标	959.723 s
23:33:26	清除	(-320.00, 1100.00)	3	范围内无目标	966.723 s
23:33:26	清除	(-300.00, 1120.00)	3	范围内无目标	975.379 s
23:33:26	清除	(-300.00, 1140.00)	3	范围内无目标	982.379 s
23:33:26	清除	(-280.00, 1140.00)	3	范围内无目标	989.379 s
23:33:26	清除	(-280.00, 1160.00)	3	范围内无目标	996.379 s
23:33:26	清除	(-300.00, 1160.00)	3	范围内无目标	1003.379 s
23:33:26	清除	(-280.00, 1180.00)	3	范围内无目标	1012.036 s
23:33:26	清除	(-260.00, 1180.00)	3	范围内无目标	1019.036 s
23:33:26	清除	(-240.00, 1180.00)	9	范围内无目标	1026.036 s
23:33:26	清除	(-240.00, 1160.00)	9	范围内无目标	1033.036 s
23:33:26	清除	(-240.00, 1140.00)	9	范围内无目标	1040.036 s
23:33:26	清除	(-260.00, 1140.00)	9	范围内无目标	1047.036 s
23:33:26	清除	(-260.00, 1120.00)	9	范围内无目标	1054.036 s
23:33:26	清除	(-260.00, 1100.00)	9	范围内无目标	1061.036 s
23:33:26	清除	(-280.00, 1100.00)	9	范围内无目标	1068.036 s
23:33:26	清除	(-280.00, 1080.00)	9	范围内无目标	1075.036 s
23:33:26	清除	(-280.00, 1200.00)	3	范围内无目标	1102.036 s
23:33:26	清除	(-260.00, 1200.00)	3	范围内无目标	1109.036 s
23:33:26	清除	(-260.00, 1220.00)	3	清除成功	1118.036 s
23:33:26	清除	(-220.00, 1220.00)	9	范围内无目标	1129.036 s
23:33:26	清除	(-220.00, 1200.00)	9	范围内无目标	1136.036 s
23:33:26	清除	(-220.00, 1180.00)	9	范围内无目标	1143.036 s
23:33:26	清除	(-200.00, 1200.00)	9	范围内无目标	1151.693 s
23:33:26	清除	(-200.00, 1220.00)	9	范围内无目标	1158.693 s
23:33:26	清除	(-200.00, 1240.00)	9	范围内无目标	1165.693 s
23:33:26	清除	(-180.00, 1240.00)	9	范围内无目标	1172.693 s
23:33:26	清除	(-180.00, 1260.00)	9	范围内无目标	1179.693 s
23:33:26	清除	(-200.00, 1260.00)	9	范围内无目标	1186.693 s
23:33:26	清除	(-180.00, 1280.00)	9	范围内无目标	1195.350 s
23:33:26	清除	(-160.00, 1280.00)	9	清除成功	1204.350 s
23:33:26	测量	(0.00, 1558.85)	1	未检测到信号	1274.648 s
23:33:26	测量	(0.00, 1558.85)	2	未检测到信号	1280.648 s
23:33:26	测量	(0.00, 1558.85)	4	未检测到信号	1286.648 s
23:33:26	测量	(0.00, 1558.85)	5	未检测到信号	1292.648 s
23:33:26	测量	(0.00, 1558.85)	6	未检测到信号	1298.648 s
23:33:26	测量	(0.00, 1558.85)	7	未检测到信号	1304.648 s
23:33:26	测量	(0.00, 1558.85)	10	示向度 259.48°	1310.648 s
23:33:26	测量	(0.00, 1558.85)	11	示向度 199.10°	1316.648 s
23:33:26	测量	(0.00, 1558.85)	12	未检测到信号	1322.648 s
23:33:26	测量	(0.00, 1558.85)	13	未检测到信号	1328.648 s
23:33:26	测量	(0.00, 1558.85)	14	未检测到信号	1334.648 s
23:33:26	测量	(0.00, 1558.85)	15	未检测到信号	1340.648 s
23:33:26	测量	(0.00, 1558.85)	16	未检测到信号	1346.648 s
23:33:26	测量	(0.00, 1558.85)	17	未检测到信号	1352.648 s
23:33:26	测量	(0.00, 1558.85)	18	未检测到信号	1358.648 s
23:33:26	测量	(0.00, 1558.85)	19	未检测到信号	1364.648 s
23:33:26	测量	(-114.22, 969.82)	10	示向度 259.42°	1490.648 s
23:33:26	测量	(-114.22, 969.82)	11	示向度 148.18°	1496.648 s
23:33:26	测量	(-84.58, 671.29)	11	未检测到信号	1561.648 s
23:33:26	测量	(-84.58, 671.29)	10	未检测到信号	1567.648 s
23:33:26	清除	(-160.00, 680.00)	10	范围内无目标	1585.832 s
23:33:26	清除	(-160.00, 700.00)	10	范围内无目标	1592.832 s
23:33:26	清除	(-180.00, 700.00)	10	范围内无目标	1599.832 s
23:33:26	清除	(-160.00, 720.00)	10	范围内无目标	1608.489 s
