共12个， 全向1个， 定向11个

接收时间	指令	位置	频道	响应摘要	虚拟时间
00:22:55	进入	--	--	进入成功	0.000 s
00:22:55	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
00:22:55	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
00:22:55	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
00:22:55	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
00:22:55	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
00:22:55	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
00:22:55	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
00:22:55	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
00:22:55	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
00:22:55	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
00:22:56	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
00:22:56	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
00:22:56	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
00:22:56	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
00:22:56	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
00:22:56	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
00:22:56	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
00:22:56	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
00:22:56	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
00:22:56	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
00:22:56	测量	(421.01, 148.28)	20	未检测到信号	213.272 s
00:22:56	测量	(421.01, 148.28)	1	未检测到信号	219.272 s
00:22:56	测量	(421.01, 148.28)	2	未检测到信号	225.272 s
00:22:56	测量	(421.01, 148.28)	3	未检测到信号	231.272 s
00:22:56	测量	(421.01, 148.28)	4	未检测到信号	237.272 s
00:22:56	测量	(421.01, 148.28)	5	未检测到信号	243.272 s
00:22:56	测量	(421.01, 148.28)	6	未检测到信号	249.272 s
00:22:56	测量	(421.01, 148.28)	7	未检测到信号	255.272 s
00:22:56	测量	(421.01, 148.28)	8	未检测到信号	261.272 s
00:22:56	测量	(421.01, 148.28)	9	未检测到信号	267.272 s
00:22:56	测量	(421.01, 148.28)	10	未检测到信号	273.272 s
00:22:56	测量	(421.01, 148.28)	11	未检测到信号	279.272 s
00:22:56	测量	(421.01, 148.28)	12	未检测到信号	285.272 s
00:22:56	测量	(421.01, 148.28)	13	未检测到信号	291.272 s
00:22:56	测量	(421.01, 148.28)	14	示向度 301.10°	297.272 s
00:22:56	测量	(421.01, 148.28)	15	未检测到信号	303.272 s
00:22:56	测量	(421.01, 148.28)	16	未检测到信号	309.272 s
00:22:56	测量	(421.01, 148.28)	17	未检测到信号	315.272 s
00:22:56	测量	(421.01, 148.28)	18	未检测到信号	321.272 s
00:22:56	测量	(421.01, 148.28)	19	未检测到信号	327.272 s
00:22:56	测量	(734.84, -552.41)	14	示向度 327.32°	486.824 s
00:22:56	清除	(860.00, -620.00)	14	范围内无目标	518.273 s
00:22:56	清除	(880.00, -640.00)	14	范围内无目标	526.930 s
00:22:56	清除	(880.00, -660.00)	14	范围内无目标	533.930 s
00:22:56	清除	(900.00, -660.00)	14	范围内无目标	540.930 s
00:22:56	清除	(920.00, -660.00)	14	清除成功	549.930 s
00:22:56	测量	(961.34, -692.96)	1	未检测到信号	566.504 s
00:22:56	测量	(961.34, -692.96)	2	未检测到信号	572.504 s
00:22:56	测量	(961.34, -692.96)	3	未检测到信号	578.504 s
00:22:56	测量	(961.34, -692.96)	4	未检测到信号	584.504 s
00:22:56	测量	(961.34, -692.96)	5	未检测到信号	590.504 s
00:22:56	测量	(961.34, -692.96)	6	未检测到信号	596.504 s
00:22:56	测量	(961.34, -692.96)	7	未检测到信号	602.504 s
00:22:56	测量	(961.34, -692.96)	8	未检测到信号	608.504 s
00:22:56	测量	(961.34, -692.96)	9	未检测到信号	614.504 s
00:22:56	测量	(961.34, -692.96)	10	未检测到信号	620.504 s
00:22:56	测量	(961.34, -692.96)	11	未检测到信号	626.504 s
00:22:56	测量	(961.34, -692.96)	12	未检测到信号	632.504 s
00:22:56	测量	(961.34, -692.96)	13	未检测到信号	638.504 s
00:22:56	测量	(961.34, -692.96)	15	示向度 31.41°	644.504 s
00:22:56	测量	(961.34, -692.96)	16	未检测到信号	650.504 s
00:22:56	测量	(961.34, -692.96)	17	未检测到信号	656.504 s
00:22:56	测量	(961.34, -692.96)	18	未检测到信号	662.504 s
00:22:56	测量	(961.34, -692.96)	19	未检测到信号	668.504 s
00:22:56	测量	(961.34, -692.96)	20	未检测到信号	674.504 s
00:22:56	测量	(1046.02, -639.77)	15	示向度 31.25°	700.504 s
00:22:56	测量	(1473.97, -484.18)	15	未检测到信号	796.576 s
00:22:56	测量	(1446.99, -442.09)	15	示向度 51.42°	811.576 s
00:22:56	清除	(1480.00, -400.00)	15	范围内无目标	825.275 s
00:22:56	清除	(1480.00, -380.00)	15	范围内无目标	832.275 s
00:22:56	清除	(1500.00, -380.00)	15	范围内无目标	839.275 s
00:22:56	清除	(1500.00, -360.00)	15	范围内无目标	846.275 s
00:22:56	清除	(1520.00, -360.00)	15	清除成功	855.275 s
00:22:56	测量	(1104.14, 193.68)	1	未检测到信号	999.767 s
00:22:56	测量	(1104.14, 193.68)	2	未检测到信号	1005.767 s
00:22:56	测量	(1104.14, 193.68)	3	未检测到信号	1011.767 s
00:22:56	测量	(1104.14, 193.68)	4	示向度 264.19°	1017.767 s
00:22:56	测量	(1104.14, 193.68)	5	未检测到信号	1023.767 s
00:22:56	测量	(1104.14, 193.68)	6	示向度 128.19°	1029.767 s
00:22:56	测量	(1104.14, 193.68)	7	未检测到信号	1035.767 s
00:22:56	测量	(1104.14, 193.68)	8	未检测到信号	1041.767 s
00:22:56	测量	(1104.14, 193.68)	9	未检测到信号	1047.767 s
00:22:56	测量	(1104.14, 193.68)	10	未检测到信号	1053.767 s
00:22:56	测量	(1104.14, 193.68)	11	未检测到信号	1059.767 s
00:22:56	测量	(1104.14, 193.68)	12	未检测到信号	1065.767 s
00:22:56	测量	(1104.14, 193.68)	13	未检测到信号	1071.767 s
00:22:56	测量	(1104.14, 193.68)	16	示向度 151.89°	1077.767 s
00:22:56	测量	(1104.14, 193.68)	17	未检测到信号	1083.767 s
00:22:56	测量	(1104.14, 193.68)	18	未检测到信号	1089.767 s
00:22:56	测量	(1104.14, 193.68)	19	未检测到信号	1095.767 s
00:22:56	测量	(1104.14, 193.68)	20	未检测到信号	1101.767 s
00:22:56	测量	(1091.58, 94.47)	4	示向度 264.33°	1127.767 s
00:22:56	测量	(1091.58, 94.47)	6	示向度 123.81°	1133.767 s
00:22:56	测量	(1091.58, 94.47)	16	示向度 137.24°	1139.767 s
00:22:56	测量	(1025.59, 335.60)	16	示向度 178.12°	1194.767 s
00:22:56	测量	(1025.59, 335.60)	4	示向度 269.80°	1200.767 s
00:22:56	测量	(1025.59, 335.60)	6	示向度 130.71°	1206.767 s
00:22:57	清除	(840.00, 340.00)	16	清除成功	1248.895 s
00:22:57	测量	(857.05, 241.46)	6	示向度 115.03°	1273.895 s
00:22:57	测量	(857.05, 241.46)	4	示向度 280.49°	1279.895 s
00:22:57	测量	(964.94, -348.76)	4	示向度 279.74°	1404.895 s
00:22:57	测量	(964.94, -348.76)	6	未检测到信号	1410.895 s
00:22:57	清除	(1000.00, -580.00)	4	范围内无目标	1460.672 s
00:22:57	清除	(1000.00, -600.00)	4	范围内无目标	1467.672 s
00:22:57	清除	(1000.00, -620.00)	4	清除成功	1476.672 s
00:22:57	测量	(985.93, -572.02)	6	未检测到信号	1491.672 s
