共15个， 全向9个， 定向6个

接收时间	指令	位置	频道	响应摘要	虚拟时间
19:19:09	进入	--	--	进入成功	0.000 s
19:19:09	测量	(0.00, 0.00)	1	示向度 290.02°	5.000 s
19:19:09	测量	(0.00, 0.00)	2	示向度 8.26°	11.000 s
19:19:09	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
19:19:09	测量	(0.00, 0.00)	4	示向度 52.71°	23.000 s
19:19:09	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
19:19:09	测量	(0.00, 0.00)	6	示向度 334.52°	35.000 s
19:19:09	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
19:19:09	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
19:19:09	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
19:19:09	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
19:19:09	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
19:19:10	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
19:19:10	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
19:19:10	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
19:19:10	测量	(0.00, 0.00)	15	示向度 235.47°	89.000 s
19:19:10	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
19:19:10	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
19:19:10	测量	(0.00, 0.00)	18	示向度 226.71°	107.000 s
19:19:10	测量	(0.00, 0.00)	19	示向度 161.83°	113.000 s
19:19:10	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
19:19:10	测量	(148.12, 23.70)	1	示向度 282.84°	155.000 s
19:19:10	测量	(148.12, 23.70)	2	示向度 7.52°	161.000 s
19:19:10	测量	(148.12, 23.70)	4	示向度 73.51°	167.000 s
19:19:10	测量	(148.12, 23.70)	6	示向度 321.88°	173.000 s
19:19:10	测量	(148.12, 23.70)	15	示向度 229.65°	179.000 s
19:19:10	测量	(148.12, 23.70)	18	示向度 218.20°	185.000 s
19:19:10	测量	(148.12, 23.70)	19	示向度 167.38°	191.000 s
19:19:10	测量	(162.93, 71.46)	19	示向度 171.00°	206.000 s
19:19:10	测量	(162.93, 71.46)	1	示向度 280.87°	212.000 s
19:19:10	测量	(162.93, 71.46)	2	示向度 5.74°	218.000 s
19:19:10	测量	(162.93, 71.46)	4	示向度 73.42°	224.000 s
19:19:10	测量	(162.93, 71.46)	6	示向度 315.38°	230.000 s
19:19:10	测量	(162.93, 71.46)	15	示向度 230.22°	236.000 s
19:19:10	测量	(162.93, 71.46)	18	示向度 220.80°	242.000 s
19:19:10	测量	(240.00, 320.00)	18	示向度 228.58°	299.044 s
19:19:10	测量	(240.00, 320.00)	1	示向度 275.09°	305.044 s
19:19:10	测量	(240.00, 320.00)	2	示向度 352.96°	311.044 s
19:19:10	测量	(240.00, 320.00)	4	未检测到信号	317.044 s
19:19:10	测量	(240.00, 320.00)	6	示向度 291.84°	323.044 s
19:19:10	测量	(240.00, 320.00)	15	示向度 234.53°	329.044 s
19:19:10	测量	(240.00, 320.00)	19	示向度 190.63°	335.044 s
19:19:10	测量	(240.00, 345.00)	19	示向度 192.22°	345.044 s
19:19:10	测量	(240.00, 345.00)	1	示向度 275.09°	351.044 s
19:19:10	测量	(240.00, 345.00)	2	示向度 351.89°	357.044 s
