共11个， 全向8个， 定向3个

接收时间	指令	位置	频道	响应摘要	虚拟时间
10:43:10	进入	--	--	进入成功	0.000 s
10:43:10	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
10:43:10	测量	(0.00, 0.00)	2	示向度 333.31°	11.000 s
10:43:10	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
10:43:10	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
10:43:10	测量	(0.00, 0.00)	5	示向度 147.75°	29.000 s
10:43:10	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
10:43:10	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
10:43:10	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
10:43:10	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
10:43:10	测量	(0.00, 0.00)	10	示向度 199.70°	59.000 s
10:43:10	测量	(0.00, 0.00)	11	示向度 125.05°	65.000 s
10:43:10	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
10:43:10	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
10:43:10	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
10:43:11	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
10:43:11	测量	(0.00, 0.00)	16	示向度 232.96°	95.000 s
10:43:11	测量	(0.00, 0.00)	17	示向度 192.62°	101.000 s
10:43:11	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
10:43:11	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
10:43:11	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
10:43:11	测量	(-307.90, -514.98)	2	未检测到信号	245.000 s
10:43:11	测量	(-307.90, -514.98)	5	示向度 115.44°	251.000 s
10:43:11	测量	(-307.90, -514.98)	10	示向度 168.96°	257.000 s
10:43:11	测量	(-307.90, -514.98)	11	示向度 97.27°	263.000 s
10:43:11	测量	(-307.90, -514.98)	16	示向度 219.22°	269.000 s
10:43:11	测量	(-307.90, -514.98)	17	示向度 111.34°	275.000 s
10:43:11	测量	(-499.98, -674.99)	17	示向度 86.91°	330.000 s
10:43:11	测量	(-499.98, -674.99)	5	示向度 104.37°	336.000 s
10:43:11	测量	(-499.98, -674.99)	10	示向度 149.86°	342.000 s
10:43:11	测量	(-499.98, -674.99)	11	示向度 87.57°	348.000 s
10:43:11	测量	(-499.98, -674.99)	16	示向度 209.44°	354.000 s
10:43:11	清除	(-500.00, -680.00)	16	范围内无目标	358.002 s
10:43:11	清除	(-520.00, -680.00)	16	清除成功	367.002 s
10:43:11	清除	(-480.00, -120.00)	17	清除成功	484.287 s
10:43:11	清除	(-980.00, -380.00)	10	范围内无目标	599.999 s
10:43:11	清除	(-1000.00, -380.00)	10	范围内无目标	606.999 s
10:43:11	清除	(-1020.00, -380.00)	10	清除成功	615.999 s
10:43:11	测量	(-876.02, 202.47)	2	未检测到信号	741.999 s
10:43:11	测量	(-876.02, 202.47)	5	示向度 76.14°	747.999 s
10:43:11	测量	(-876.02, 202.47)	11	示向度 46.75°	753.999 s
10:43:11	清除	(-800.00, 480.00)	5	范围内无目标	814.550 s
10:43:11	清除	(-800.00, 500.00)	5	清除成功	823.550 s
10:43:11	清除	(-480.00, 640.00)	11	范围内无目标	896.407 s
10:43:11	清除	(-460.00, 640.00)	11	清除成功	905.407 s
10:43:11	测量	(295.03, -15.69)	2	示向度 327.25°	1111.407 s
10:43:11	测量	(1090.00, -540.00)	2	示向度 325.87°	1306.867 s
10:43:11	清除	(1080.00, -540.00)	2	范围内无目标	1311.867 s
10:43:11	清除	(1100.00, -540.00)	2	范围内无目标	1318.867 s
10:43:11	清除	(1100.00, -560.00)	2	范围内无目标	1325.867 s
10:43:11	清除	(1120.00, -560.00)	2	范围内无目标	1332.867 s
10:43:11	清除	(1140.00, -560.00)	2	范围内无目标	1339.867 s
10:43:11	清除	(1140.00, -580.00)	2	范围内无目标	1346.867 s
10:43:11	清除	(1160.00, -580.00)	2	范围内无目标	1353.867 s
10:43:11	清除	(1160.00, -600.00)	2	范围内无目标	1360.867 s
10:43:11	清除	(1180.00, -600.00)	2	清除成功	1369.867 s
10:43:11	测量	(1350.00, -779.42)	1	未检测到信号	1425.301 s
10:43:11	测量	(1350.00, -779.42)	3	未检测到信号	1431.301 s
10:43:11	测量	(1350.00, -779.42)	4	未检测到信号	1437.301 s
10:43:11	测量	(1350.00, -779.42)	6	未检测到信号	1443.301 s
10:43:11	测量	(1350.00, -779.42)	7	未检测到信号	1449.301 s
10:43:11	测量	(1350.00, -779.42)	8	未检测到信号	1455.301 s
10:43:11	测量	(1350.00, -779.42)	9	未检测到信号	1461.301 s
10:43:11	测量	(1350.00, -779.42)	12	示向度 112.63°	1467.301 s
10:43:11	测量	(1350.00, -779.42)	13	未检测到信号	1473.301 s
10:43:11	测量	(1350.00, -779.42)	14	示向度 223.59°	1479.301 s
10:43:11	测量	(1350.00, -779.42)	15	示向度 82.14°	1485.301 s
10:43:11	测量	(1350.00, -779.42)	18	未检测到信号	1491.301 s
10:43:11	测量	(1350.00, -779.42)	19	未检测到信号	1497.301 s
10:43:11	测量	(1350.00, -779.42)	20	未检测到信号	1503.301 s
10:43:11	测量	(968.04, -1242.14)	12	示向度 71.04°	1629.301 s
10:43:11	测量	(968.04, -1242.14)	14	未检测到信号	1635.301 s
10:43:11	测量	(968.04, -1242.14)	15	未检测到信号	1641.301 s
10:43:11	测量	(883.11, -1294.93)	12	示向度 66.80°	1667.301 s
10:43:11	测量	(883.11, -1294.93)	14	未检测到信号	1673.301 s
10:43:11	测量	(833.20, -1291.97)	14	未检测到信号	1688.301 s
10:43:11	测量	(833.20, -1291.97)	12	示向度 64.16°	1694.301 s
10:43:11	测量	(800.00, -1290.00)	12	示向度 62.51°	1705.953 s
10:43:11	测量	(800.00, -1290.00)	14	未检测到信号	1711.953 s
10:43:11	清除	(800.00, -1300.00)	14	范围内无目标	1716.953 s
10:43:11	清除	(780.00, -1300.00)	14	范围内无目标	1723.953 s
10:43:11	清除	(780.00, -1320.00)	14	范围内无目标	1730.953 s
10:43:11	清除	(780.00, -1340.00)	14	范围内无目标	1737.953 s
10:43:11	清除	(780.00, -1360.00)	14	范围内无目标	1744.953 s
10:43:11	清除	(760.00, -1360.00)	14	范围内无目标	1751.953 s
10:43:11	清除	(760.00, -1380.00)	14	范围内无目标	1758.953 s
10:43:11	清除	(740.00, -1380.00)	14	范围内无目标	1765.953 s
10:43:11	清除	(740.00, -1400.00)	14	范围内无目标	1772.953 s
10:43:12	清除	(720.00, -1400.00)	14	范围内无目标	1779.953 s
10:43:12	清除	(720.00, -1420.00)	14	范围内无目标	1786.953 s
10:43:12	清除	(700.00, -1420.00)	14	范围内无目标	1793.953 s
10:43:12	清除	(700.00, -1440.00)	14	范围内无目标	1800.953 s
10:43:12	清除	(680.00, -1440.00)	14	范围内无目标	1807.953 s
10:43:12	清除	(660.00, -1440.00)	14	范围内无目标	1814.953 s
10:43:12	清除	(660.00, -1460.00)	14	范围内无目标	1821.953 s
10:43:12	清除	(640.00, -1460.00)	14	范围内无目标	1828.953 s
10:43:12	清除	(640.00, -1480.00)	14	范围内无目标	1835.953 s
10:43:12	清除	(620.00, -1480.00)	14	范围内无目标	1842.953 s
10:43:12	清除	(620.00, -1500.00)	14	范围内无目标	1849.953 s
10:43:12	清除	(600.00, -1500.00)	14	范围内无目标	1856.953 s
10:43:12	清除	(600.00, -1520.00)	14	范围内无目标	1863.953 s
10:43:12	清除	(580.00, -1520.00)	14	范围内无目标	1870.953 s
10:43:12	清除	(580.00, -1540.00)	14	范围内无目标	1877.953 s
10:43:12	清除	(560.00, -1540.00)	14	范围内无目标	1884.953 s
10:43:12	清除	(560.00, -1560.00)	14	范围内无目标	1891.953 s
10:43:12	清除	(540.00, -1560.00)	14	范围内无目标	1898.953 s
10:43:12	清除	(540.00, -1580.00)	14	范围内无目标	1905.953 s
10:43:12	清除	(520.00, -1580.00)	14	范围内无目标	1912.953 s
10:43:12	清除	(520.00, -1600.00)	14	范围内无目标	1919.953 s
10:43:12	清除	(500.00, -1600.00)	14	范围内无目标	1926.953 s
10:43:12	清除	(500.00, -1620.00)	14	范围内无目标	1933.953 s
10:43:12	清除	(480.00, -1620.00)	14	范围内无目标	1940.953 s
10:43:12	清除	(480.00, -1640.00)	14	范围内无目标	1947.953 s
10:43:12	清除	(460.00, -1640.00)	14	范围内无目标	1954.953 s
10:43:12	清除	(460.00, -1660.00)	14	范围内无目标	1961.953 s
10:43:12	清除	(440.00, -1660.00)	14	范围内无目标	1968.953 s
10:43:12	清除	(440.00, -1680.00)	14	范围内无目标	1975.953 s
10:43:12	清除	(420.00, -1680.00)	14	范围内无目标	1982.953 s
10:43:12	清除	(420.00, -1700.00)	14	范围内无目标	1989.953 s
10:43:12	清除	(400.00, -1700.00)	14	范围内无目标	1996.953 s
10:43:12	清除	(400.00, -1720.00)	14	范围内无目标	2003.953 s
10:43:12	清除	(380.00, -1720.00)	14	范围内无目标	2010.953 s
10:43:12	清除	(380.00, -1740.00)	14	范围内无目标	2017.953 s
10:43:12	清除	(360.00, -1740.00)	14	范围内无目标	2024.953 s
10:43:12	清除	(360.00, -1760.00)	14	范围内无目标	2031.953 s
10:43:12	清除	(340.00, -1760.00)	14	范围内无目标	2038.953 s
10:43:12	清除	(340.00, -1780.00)	14	范围内无目标	2045.953 s
10:43:12	清除	(320.00, -1780.00)	14	范围内无目标	2052.953 s
10:43:12	清除	(300.00, -1780.00)	14	范围内无目标	2059.953 s
10:43:12	清除	(280.00, -1780.00)	14	范围内无目标	2066.953 s
10:43:12	清除	(260.00, -1780.00)	14	范围内无目标	2073.953 s
10:43:12	清除	(260.00, -1800.00)	14	范围内无目标	2080.953 s
10:43:12	清除	(240.00, -1800.00)	14	范围内无目标	2087.953 s
10:43:12	清除	(280.00, -1760.00)	14	范围内无目标	2102.267 s
10:43:12	清除	(300.00, -1760.00)	14	范围内无目标	2109.267 s
10:43:12	清除	(320.00, -1760.00)	14	范围内无目标	2116.267 s
10:43:12	清除	(320.00, -1740.00)	14	范围内无目标	2123.267 s
10:43:12	清除	(300.00, -1740.00)	14	范围内无目标	2130.267 s
10:43:12	清除	(320.00, -1720.00)	14	范围内无目标	2138.924 s
10:43:12	清除	(340.00, -1720.00)	14	范围内无目标	2145.924 s
10:43:12	清除	(340.00, -1740.00)	14	范围内无目标	2152.924 s
10:43:12	清除	(360.00, -1720.00)	14	范围内无目标	2161.581 s
10:43:12	清除	(360.00, -1700.00)	14	范围内无目标	2168.581 s
10:43:12	清除	(340.00, -1700.00)	14	范围内无目标	2175.581 s
10:43:12	清除	(360.00, -1680.00)	14	范围内无目标	2184.237 s
10:43:12	清除	(380.00, -1680.00)	14	范围内无目标	2191.237 s
10:43:12	清除	(380.00, -1700.00)	14	范围内无目标	2198.237 s
10:43:12	清除	(400.00, -1680.00)	14	范围内无目标	2206.894 s
10:43:12	清除	(400.00, -1660.00)	14	范围内无目标	2213.894 s
10:43:12	清除	(380.00, -1660.00)	14	范围内无目标	2220.894 s
10:43:12	清除	(400.00, -1640.00)	14	范围内无目标	2229.551 s
10:43:12	清除	(420.00, -1640.00)	14	范围内无目标	2236.551 s
10:43:12	清除	(420.00, -1660.00)	14	范围内无目标	2243.551 s
10:43:12	清除	(440.00, -1640.00)	14	范围内无目标	2252.208 s
10:43:12	清除	(440.00, -1620.00)	14	范围内无目标	2259.208 s
10:43:12	清除	(420.00, -1620.00)	14	范围内无目标	2266.208 s
10:43:12	清除	(440.00, -1600.00)	14	范围内无目标	2274.865 s
10:43:12	清除	(460.00, -1600.00)	14	范围内无目标	2281.865 s
10:43:12	清除	(460.00, -1620.00)	14	范围内无目标	2288.865 s
10:43:12	清除	(480.00, -1600.00)	14	范围内无目标	2297.522 s
10:43:12	清除	(480.00, -1580.00)	14	范围内无目标	2304.522 s
10:43:12	清除	(460.00, -1580.00)	14	范围内无目标	2311.522 s
10:43:12	清除	(480.00, -1560.00)	14	范围内无目标	2320.179 s
10:43:12	清除	(500.00, -1560.00)	14	范围内无目标	2327.179 s
10:43:12	清除	(500.00, -1580.00)	14	范围内无目标	2334.179 s
10:43:12	清除	(520.00, -1560.00)	14	范围内无目标	2342.835 s
10:43:12	清除	(520.00, -1540.00)	14	范围内无目标	2349.835 s
10:43:12	清除	(540.00, -1540.00)	14	范围内无目标	2356.835 s
10:43:12	清除	(540.00, -1520.00)	14	范围内无目标	2363.835 s
10:43:12	清除	(560.00, -1520.00)	14	范围内无目标	2370.835 s
10:43:12	清除	(560.00, -1500.00)	14	范围内无目标	2377.835 s
10:43:12	清除	(580.00, -1500.00)	14	范围内无目标	2384.835 s
10:43:12	清除	(580.00, -1480.00)	14	范围内无目标	2391.835 s
10:43:12	清除	(600.00, -1480.00)	14	范围内无目标	2398.835 s
10:43:12	清除	(600.00, -1460.00)	14	范围内无目标	2405.835 s
10:43:12	清除	(620.00, -1460.00)	14	范围内无目标	2412.835 s
10:43:12	清除	(620.00, -1440.00)	14	范围内无目标	2419.835 s
10:43:12	清除	(640.00, -1440.00)	14	范围内无目标	2426.835 s
10:43:12	清除	(640.00, -1420.00)	14	范围内无目标	2433.835 s
10:43:12	清除	(660.00, -1420.00)	14	范围内无目标	2440.835 s
10:43:12	清除	(680.00, -1420.00)	14	范围内无目标	2447.835 s
10:43:12	清除	(680.00, -1400.00)	14	范围内无目标	2454.835 s
10:43:12	清除	(660.00, -1400.00)	14	范围内无目标	2461.835 s
10:43:12	清除	(680.00, -1380.00)	14	范围内无目标	2470.492 s
10:43:12	清除	(700.00, -1380.00)	14	范围内无目标	2477.492 s
10:43:12	清除	(700.00, -1400.00)	14	范围内无目标	2484.492 s
10:43:12	清除	(720.00, -1380.00)	14	范围内无目标	2493.149 s
10:43:12	清除	(720.00, -1360.00)	14	范围内无目标	2500.149 s
10:43:12	清除	(700.00, -1360.00)	14	范围内无目标	2507.149 s
10:43:12	清除	(720.00, -1340.00)	14	范围内无目标	2515.806 s
10:43:12	清除	(740.00, -1340.00)	14	范围内无目标	2522.806 s
10:43:12	清除	(740.00, -1360.00)	14	范围内无目标	2529.806 s
10:43:12	清除	(760.00, -1340.00)	14	范围内无目标	2538.463 s
10:43:12	清除	(760.00, -1320.00)	14	范围内无目标	2545.463 s
10:43:12	清除	(800.00, -1340.00)	14	范围内无目标	2557.407 s
10:43:12	清除	(820.00, -1320.00)	14	范围内无目标	2566.064 s
10:43:12	清除	(820.00, -1300.00)	14	范围内无目标	2573.064 s
10:43:12	清除	(820.00, -1280.00)	14	范围内无目标	2580.064 s
10:43:12	清除	(800.00, -1280.00)	14	范围内无目标	2587.064 s
10:43:12	清除	(820.00, -1260.00)	14	范围内无目标	2595.721 s
10:43:12	清除	(840.00, -1260.00)	14	范围内无目标	2602.721 s
10:43:12	清除	(840.00, -1280.00)	14	范围内无目标	2609.721 s
10:43:12	清除	(860.00, -1280.00)	14	范围内无目标	2616.721 s
10:43:12	清除	(860.00, -1260.00)	14	范围内无目标	2623.721 s
10:43:12	清除	(880.00, -1260.00)	14	范围内无目标	2630.721 s
10:43:12	清除	(880.00, -1240.00)	14	范围内无目标	2637.721 s
10:43:12	清除	(860.00, -1240.00)	14	范围内无目标	2644.721 s
10:43:12	清除	(840.00, -1240.00)	14	范围内无目标	2651.721 s
