共14个， 全向10个， 定向4个

接收时间	指令	位置	频道	响应摘要	虚拟时间
17:07:39	进入	--	--	进入成功	0.000 s
17:07:39	测量	(0.00, 0.00)	1	示向度 11.60°	5.000 s
17:07:39	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
17:07:39	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
17:07:39	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
17:07:39	测量	(0.00, 0.00)	5	示向度 330.77°	29.000 s
17:07:39	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
17:07:39	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
17:07:39	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
17:07:39	测量	(0.00, 0.00)	9	示向度 248.19°	53.000 s
17:07:39	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
17:07:39	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
17:07:39	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
17:07:39	测量	(0.00, 0.00)	13	示向度 25.61°	77.000 s
17:07:39	测量	(0.00, 0.00)	14	示向度 273.08°	83.000 s
17:07:39	测量	(0.00, 0.00)	15	示向度 356.50°	89.000 s
17:07:39	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
17:07:39	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
17:07:39	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
17:07:39	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
17:07:39	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
17:07:39	测量	(47.85, -598.09)	1	示向度 50.34°	245.000 s
17:07:39	测量	(47.85, -598.09)	5	示向度 62.03°	251.000 s
17:07:39	测量	(47.85, -598.09)	9	示向度 217.16°	257.000 s
17:07:39	测量	(47.85, -598.09)	13	未检测到信号	263.000 s
17:07:39	测量	(47.85, -598.09)	14	示向度 98.06°	269.000 s
17:07:39	测量	(47.85, -598.09)	15	示向度 25.75°	275.000 s
17:07:39	测量	(110.28, -519.98)	15	示向度 23.29°	300.000 s
17:07:39	测量	(110.28, -519.98)	1	示向度 50.37°	306.000 s
17:07:40	测量	(110.28, -519.98)	5	示向度 64.62°	312.000 s
17:07:40	测量	(110.28, -519.98)	9	示向度 219.47°	318.000 s
17:07:40	测量	(110.28, -519.98)	13	未检测到信号	324.000 s
17:07:40	测量	(110.28, -519.98)	14	示向度 135.91°	330.000 s
17:07:40	清除	(40.00, -460.00)	14	范围内无目标	351.479 s
17:07:40	清除	(40.00, -440.00)	14	清除成功	360.479 s
17:07:40	清除	(260.00, -160.00)	5	范围内无目标	434.697 s
17:07:40	清除	(280.00, -160.00)	5	清除成功	443.697 s
17:07:40	清除	(600.00, 100.00)	1	范围内无目标	529.159 s
17:07:40	清除	(620.00, 120.00)	1	范围内无目标	537.816 s
17:07:40	清除	(640.00, 120.00)	1	清除成功	546.816 s
17:07:40	测量	(397.46, 406.49)	13	示向度 3.02°	627.889 s
17:07:40	测量	(397.46, 406.49)	15	示向度 328.03°	633.889 s
17:07:40	测量	(920.00, 440.00)	15	示向度 294.79°	743.612 s
17:07:40	测量	(920.00, 440.00)	13	示向度 209.66°	749.612 s
17:07:40	清除	(920.00, 440.00)	13	清除成功	754.612 s
17:07:40	清除	(1140.00, -40.00)	15	范围内无目标	863.215 s
17:07:40	清除	(1140.00, -60.00)	15	范围内无目标	870.215 s
17:07:40	清除	(1140.00, -80.00)	15	范围内无目标	877.215 s
17:07:40	清除	(1160.00, -80.00)	15	清除成功	886.215 s
17:07:40	测量	(-370.00, -920.00)	9	示向度 54.67°	1241.300 s
17:07:40	清除	(-380.00, -920.00)	9	范围内无目标	1246.300 s
17:07:40	清除	(-360.00, -920.00)	9	范围内无目标	1253.300 s
17:07:40	清除	(-360.00, -900.00)	9	清除成功	1262.300 s
17:07:40	测量	(-183.76, -978.94)	2	未检测到信号	1306.922 s
17:07:40	测量	(-183.76, -978.94)	3	未检测到信号	1312.922 s
17:07:40	测量	(-183.76, -978.94)	4	未检测到信号	1318.922 s
17:07:40	测量	(-183.76, -978.94)	6	示向度 194.12°	1324.922 s
17:07:40	测量	(-183.76, -978.94)	7	未检测到信号	1330.922 s
17:07:40	测量	(-183.76, -978.94)	8	未检测到信号	1336.922 s
17:07:40	测量	(-183.76, -978.94)	10	未检测到信号	1342.922 s
17:07:40	测量	(-183.76, -978.94)	11	未检测到信号	1348.922 s
17:07:40	测量	(-183.76, -978.94)	12	示向度 330.29°	1354.922 s
17:07:40	测量	(-183.76, -978.94)	16	未检测到信号	1360.922 s
17:07:40	测量	(-183.76, -978.94)	17	未检测到信号	1366.922 s
17:07:40	测量	(-183.76, -978.94)	18	未检测到信号	1372.922 s
17:07:40	测量	(-183.76, -978.94)	19	未检测到信号	1378.922 s
17:07:40	测量	(-183.76, -978.94)	20	未检测到信号	1384.922 s
17:07:40	测量	(-724.22, -1226.62)	6	示向度 172.34°	1509.825 s
17:07:40	测量	(-724.22, -1226.62)	12	未检测到信号	1515.825 s
17:07:40	测量	(-949.67, -1118.57)	12	未检测到信号	1570.825 s
17:07:40	测量	(-949.67, -1118.57)	6	示向度 215.19°	1576.825 s
17:07:40	清除	(-1020.00, -1180.00)	6	范围内无目标	1598.500 s
17:07:40	清除	(-1040.00, -1180.00)	6	清除成功	1607.500 s
17:07:40	测量	(379.58, -1040.77)	12	示向度 297.75°	1898.779 s
17:07:40	清除	(540.00, -1360.00)	12	范围内无目标	1973.233 s
17:07:40	清除	(540.00, -1380.00)	12	范围内无目标	1980.233 s
17:07:40	清除	(560.00, -1380.00)	12	范围内无目标	1987.233 s
17:07:40	清除	(560.00, -1400.00)	12	清除成功	1996.233 s
17:07:40	测量	(478.70, -1828.31)	2	未检测到信号	2089.425 s
17:07:40	测量	(478.70, -1828.31)	3	未检测到信号	2095.425 s
17:07:40	测量	(478.70, -1828.31)	4	未检测到信号	2101.425 s
17:07:40	测量	(478.70, -1828.31)	7	未检测到信号	2107.425 s
17:07:40	测量	(478.70, -1828.31)	8	未检测到信号	2113.425 s
17:07:40	测量	(478.70, -1828.31)	10	未检测到信号	2119.425 s
17:07:40	测量	(478.70, -1828.31)	11	未检测到信号	2125.425 s
17:07:40	测量	(478.70, -1828.31)	16	未检测到信号	2131.425 s
17:07:40	测量	(478.70, -1828.31)	17	未检测到信号	2137.425 s
17:07:40	测量	(478.70, -1828.31)	18	未检测到信号	2143.425 s
17:07:40	测量	(478.70, -1828.31)	19	未检测到信号	2149.425 s
17:07:40	测量	(478.70, -1828.31)	20	未检测到信号	2155.425 s
17:07:40	测量	(1172.87, -1368.82)	20	未检测到信号	2326.919 s
17:07:40	测量	(1172.87, -1368.82)	2	未检测到信号	2332.919 s
17:07:40	测量	(1172.87, -1368.82)	3	未检测到信号	2338.919 s
17:07:40	测量	(1172.87, -1368.82)	4	示向度 81.08°	2344.919 s
17:07:40	测量	(1172.87, -1368.82)	7	未检测到信号	2350.919 s
17:07:40	测量	(1172.87, -1368.82)	8	未检测到信号	2356.919 s
17:07:41	测量	(1172.87, -1368.82)	10	未检测到信号	2362.919 s
17:07:41	测量	(1172.87, -1368.82)	11	未检测到信号	2368.919 s
17:07:41	测量	(1172.87, -1368.82)	16	未检测到信号	2374.919 s
17:07:41	测量	(1172.87, -1368.82)	17	未检测到信号	2380.919 s
17:07:41	测量	(1172.87, -1368.82)	18	未检测到信号	2386.919 s
17:07:41	测量	(1172.87, -1368.82)	19	未检测到信号	2392.919 s
17:07:41	测量	(1351.91, -796.15)	4	示向度 104.41°	2518.919 s
17:07:41	测量	(1283.07, -555.82)	4	示向度 293.37°	2573.919 s
17:07:41	清除	(1280.00, -560.00)	4	范围内无目标	2577.957 s
17:07:41	清除	(1280.00, -580.00)	4	范围内无目标	2584.957 s
17:07:41	清除	(1300.00, -580.00)	4	范围内无目标	2591.957 s
17:07:41	清除	(1300.00, -600.00)	4	清除成功	2600.957 s
17:07:41	测量	(1861.34, -516.04)	2	未检测到信号	2720.474 s
17:07:41	测量	(1861.34, -516.04)	3	未检测到信号	2726.474 s
17:07:41	测量	(1861.34, -516.04)	7	未检测到信号	2732.474 s
17:07:41	测量	(1861.34, -516.04)	8	未检测到信号	2738.474 s
17:07:41	测量	(1861.34, -516.04)	10	未检测到信号	2744.474 s
17:07:41	测量	(1861.34, -516.04)	11	未检测到信号	2750.474 s
17:07:41	测量	(1861.34, -516.04)	16	未检测到信号	2756.474 s
17:07:41	测量	(1861.34, -516.04)	17	未检测到信号	2762.474 s
17:07:41	测量	(1861.34, -516.04)	18	未检测到信号	2768.474 s
17:07:41	测量	(1861.34, -516.04)	19	未检测到信号	2774.474 s
17:07:41	测量	(1861.34, -516.04)	20	未检测到信号	2780.474 s
17:07:41	测量	(1408.69, -1407.12)	20	未检测到信号	2985.365 s
17:07:41	测量	(1408.69, -1407.12)	2	未检测到信号	2991.365 s
17:07:41	测量	(1408.69, -1407.12)	3	未检测到信号	2997.365 s
17:07:41	测量	(1408.69, -1407.12)	7	未检测到信号	3003.365 s
17:07:41	测量	(1408.69, -1407.12)	8	未检测到信号	3009.365 s
17:07:41	测量	(1408.69, -1407.12)	10	未检测到信号	3015.365 s
17:07:41	测量	(1408.69, -1407.12)	11	未检测到信号	3021.365 s
17:07:41	测量	(1408.69, -1407.12)	16	未检测到信号	3027.365 s
17:07:41	测量	(1408.69, -1407.12)	17	未检测到信号	3033.365 s
17:07:41	测量	(1408.69, -1407.12)	18	未检测到信号	3039.365 s
17:07:41	测量	(1408.69, -1407.12)	19	未检测到信号	3045.365 s
17:07:41	测量	(961.34, -692.96)	19	未检测到信号	3218.905 s
17:07:41	测量	(961.34, -692.96)	2	未检测到信号	3224.905 s
17:07:41	测量	(961.34, -692.96)	3	未检测到信号	3230.905 s
17:07:41	测量	(961.34, -692.96)	7	未检测到信号	3236.905 s
17:07:41	测量	(961.34, -692.96)	8	未检测到信号	3242.905 s
17:07:41	测量	(961.34, -692.96)	10	未检测到信号	3248.905 s
17:07:41	测量	(961.34, -692.96)	11	未检测到信号	3254.905 s
17:07:41	测量	(961.34, -692.96)	16	未检测到信号	3260.905 s
17:07:41	测量	(961.34, -692.96)	17	未检测到信号	3266.905 s
17:07:41	测量	(961.34, -692.96)	18	未检测到信号	3272.905 s
17:07:41	测量	(961.34, -692.96)	20	未检测到信号	3278.905 s
17:07:41	测量	(555.62, -925.80)	20	未检测到信号	3377.463 s
17:07:41	测量	(555.62, -925.80)	2	未检测到信号	3383.463 s
17:07:41	测量	(555.62, -925.80)	3	未检测到信号	3389.463 s
17:07:41	测量	(555.62, -925.80)	7	未检测到信号	3395.463 s
17:07:41	测量	(555.62, -925.80)	8	未检测到信号	3401.463 s
17:07:41	测量	(555.62, -925.80)	10	未检测到信号	3407.463 s
17:07:41	测量	(555.62, -925.80)	11	未检测到信号	3413.463 s
17:07:41	测量	(555.62, -925.80)	16	未检测到信号	3419.463 s
17:07:41	测量	(555.62, -925.80)	17	未检测到信号	3425.463 s
17:07:41	测量	(555.62, -925.80)	18	未检测到信号	3431.463 s
17:07:41	测量	(555.62, -925.80)	19	未检测到信号	3437.463 s
17:07:41	测量	(621.55, -358.14)	19	未检测到信号	3556.758 s
17:07:41	测量	(621.55, -358.14)	2	未检测到信号	3562.758 s
17:07:41	测量	(621.55, -358.14)	3	未检测到信号	3568.758 s
17:07:41	测量	(621.55, -358.14)	7	未检测到信号	3574.758 s
17:07:41	测量	(621.55, -358.14)	8	未检测到信号	3580.758 s
17:07:41	测量	(621.55, -358.14)	10	未检测到信号	3586.758 s
17:07:41	测量	(621.55, -358.14)	11	未检测到信号	3592.758 s
17:07:41	测量	(621.55, -358.14)	16	未检测到信号	3598.758 s
17:07:41	测量	(621.55, -358.14)	17	未检测到信号	3604.758 s
