共15个， 全向13个， 定向2个

接收时间	指令	位置	频道	响应摘要	虚拟时间
00:32:25	进入	--	--	进入成功	0.000 s
00:32:25	测量	(0.00, 0.00)	1	示向度 135.40°	5.000 s
00:32:25	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
00:32:25	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
00:32:25	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
00:32:25	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
00:32:25	测量	(0.00, 0.00)	6	示向度 116.97°	35.000 s
00:32:25	测量	(0.00, 0.00)	7	示向度 337.28°	41.000 s
00:32:25	测量	(0.00, 0.00)	8	示向度 359.01°	47.000 s
00:32:25	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
00:32:25	测量	(0.00, 0.00)	10	示向度 101.85°	59.000 s
00:32:25	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
00:32:25	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
00:32:25	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
00:32:25	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
00:32:25	测量	(0.00, 0.00)	15	示向度 210.87°	89.000 s
00:32:25	测量	(0.00, 0.00)	16	示向度 173.01°	95.000 s
00:32:25	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
00:32:25	测量	(0.00, 0.00)	18	示向度 171.43°	107.000 s
00:32:25	测量	(0.00, 0.00)	19	示向度 307.80°	113.000 s
00:32:25	测量	(0.00, 0.00)	20	示向度 62.59°	119.000 s
00:32:25	测量	(-22.39, 97.46)	20	示向度 57.08°	144.000 s
00:32:25	测量	(-22.39, 97.46)	1	示向度 155.55°	150.000 s
00:32:25	测量	(-22.39, 97.46)	6	示向度 118.18°	156.000 s
00:32:25	测量	(-22.39, 97.46)	7	示向度 333.55°	162.000 s
00:32:25	测量	(-22.39, 97.46)	8	示向度 354.67°	168.000 s
00:32:25	测量	(-22.39, 97.46)	10	示向度 100.85°	174.000 s
00:32:25	测量	(-22.39, 97.46)	15	示向度 236.61°	180.000 s
00:32:25	测量	(-22.39, 97.46)	16	示向度 177.16°	186.000 s
00:32:25	测量	(-22.39, 97.46)	18	示向度 188.23°	192.000 s
00:32:25	测量	(-22.39, 97.46)	19	示向度 304.88°	198.000 s
00:32:25	清除	(-100.00, 120.00)	1	范围内无目标	217.163 s
00:32:26	清除	(-120.00, 140.00)	1	范围内无目标	225.820 s
00:32:26	清除	(-140.00, 140.00)	1	范围内无目标	232.820 s
00:32:26	清除	(-140.00, 160.00)	1	范围内无目标	239.820 s
00:32:26	清除	(-160.00, 160.00)	1	清除成功	248.820 s
00:32:27	清除	(-120.00, -60.00)	15	范围内无目标	296.542 s
00:32:27	清除	(-120.00, -80.00)	15	范围内无目标	303.542 s
00:32:27	清除	(-140.00, -80.00)	15	清除成功	312.542 s
00:32:28	测量	(-225.03, -27.36)	19	未检测到信号	337.542 s
00:32:28	测量	(-225.03, -27.36)	6	示向度 104.88°	343.542 s
00:32:28	测量	(-225.03, -27.36)	7	未检测到信号	349.542 s
00:32:28	测量	(-225.03, -27.36)	8	示向度 1.08°	355.542 s
00:32:28	测量	(-225.03, -27.36)	10	示向度 69.45°	361.542 s
00:32:28	测量	(-225.03, -27.36)	16	示向度 168.01°	367.542 s
00:32:28	测量	(-225.03, -27.36)	18	示向度 141.41°	373.542 s
00:32:28	测量	(-225.03, -27.36)	20	示向度 50.86°	379.542 s
00:32:28	清除	(-300.00, 40.00)	18	范围内无目标	402.700 s
00:32:28	清除	(-320.00, 40.00)	18	清除成功	411.700 s
