共10个， 全向7个， 定向3个

接收时间	指令	位置	频道	响应摘要	虚拟时间
20:37:57	进入	--	--	进入成功	0.000 s
20:37:57	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
20:37:57	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
20:37:57	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
20:37:57	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
20:37:57	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
20:37:57	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
20:37:57	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
20:37:57	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
20:37:57	测量	(0.00, 0.00)	9	示向度 78.77°	53.000 s
20:37:57	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
20:37:57	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
20:37:57	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
20:37:57	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
20:37:57	测量	(0.00, 0.00)	14	示向度 321.40°	83.000 s
20:37:57	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
20:37:57	测量	(0.00, 0.00)	16	示向度 292.17°	95.000 s
20:37:57	测量	(0.00, 0.00)	17	示向度 74.67°	101.000 s
20:37:57	测量	(0.00, 0.00)	18	示向度 85.20°	107.000 s
20:37:57	测量	(0.00, 0.00)	19	未检测到信号	113.000 s
20:37:57	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
20:37:57	测量	(5.30, 49.72)	9	示向度 78.02°	135.000 s
20:37:57	测量	(5.30, 49.72)	14	示向度 315.21°	141.000 s
20:37:57	测量	(5.30, 49.72)	16	示向度 290.87°	147.000 s
20:37:57	测量	(5.30, 49.72)	17	示向度 74.07°	153.000 s
20:37:57	测量	(5.30, 49.72)	18	示向度 85.32°	159.000 s
20:37:57	测量	(357.96, -139.06)	18	示向度 106.57°	244.000 s
20:37:57	测量	(357.96, -139.06)	9	未检测到信号	250.000 s
20:37:57	测量	(357.96, -139.06)	14	示向度 227.63°	256.000 s
20:37:57	测量	(357.96, -139.06)	16	未检测到信号	262.000 s
20:37:57	测量	(357.96, -139.06)	17	未检测到信号	268.000 s
20:37:57	测量	(313.87, -115.46)	17	示向度 91.74°	283.000 s
20:37:57	测量	(313.87, -115.46)	9	未检测到信号	289.000 s
20:37:57	测量	(313.87, -115.46)	14	示向度 252.49°	295.000 s
20:37:57	测量	(313.87, -115.46)	16	未检测到信号	301.000 s
20:37:57	测量	(313.87, -115.46)	18	示向度 104.34°	307.000 s
20:37:57	测量	(335.92, -127.26)	18	示向度 105.47°	317.000 s
20:37:57	测量	(335.92, -127.26)	9	未检测到信号	323.000 s
20:37:57	测量	(335.92, -127.26)	14	示向度 239.94°	329.000 s
20:37:57	测量	(335.92, -127.26)	16	未检测到信号	335.000 s
20:37:57	测量	(335.92, -127.26)	17	未检测到信号	341.000 s
20:37:57	测量	(324.89, -121.36)	17	示向度 92.31°	348.500 s
20:37:57	测量	(324.89, -121.36)	9	未检测到信号	354.500 s
20:37:57	测量	(324.89, -121.36)	14	示向度 246.26°	360.500 s
20:37:57	测量	(324.89, -121.36)	16	未检测到信号	366.500 s
20:37:57	测量	(324.89, -121.36)	18	示向度 104.91°	372.500 s
20:37:58	测量	(330.40, -124.31)	18	示向度 105.19°	378.750 s
20:37:58	测量	(330.40, -124.31)	9	未检测到信号	384.750 s
20:37:58	测量	(330.40, -124.31)	14	示向度 243.10°	390.750 s
20:37:58	测量	(330.40, -124.31)	16	未检测到信号	396.750 s
20:37:58	测量	(330.40, -124.31)	17	示向度 92.60°	402.750 s
20:37:58	测量	(327.65, -122.83)	17	示向度 92.45°	408.375 s
