共14个， 全向12个， 定向2个

接收时间	指令	位置	频道	响应摘要	虚拟时间
21:08:53	进入	--	--	进入成功	0.000 s
21:08:53	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
21:08:53	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
21:08:53	测量	(0.00, 0.00)	3	示向度 347.62°	17.000 s
21:08:53	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
21:08:53	测量	(0.00, 0.00)	5	示向度 91.28°	29.000 s
21:08:53	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
21:08:53	测量	(0.00, 0.00)	7	示向度 19.00°	41.000 s
21:08:53	测量	(0.00, 0.00)	8	未检测到信号	47.000 s
21:08:53	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
21:08:53	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
21:08:53	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
21:08:53	测量	(0.00, 0.00)	12	示向度 7.78°	71.000 s
21:08:53	测量	(0.00, 0.00)	13	未检测到信号	77.000 s
21:08:53	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
21:08:53	测量	(0.00, 0.00)	15	示向度 153.44°	89.000 s
21:08:53	测量	(0.00, 0.00)	16	示向度 120.69°	95.000 s
21:08:53	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
21:08:53	测量	(0.00, 0.00)	18	示向度 69.44°	107.000 s
21:08:53	测量	(0.00, 0.00)	19	示向度 37.03°	113.000 s
21:08:53	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
21:08:53	测量	(-6.00, 149.88)	3	示向度 339.24°	155.000 s
21:08:53	测量	(-6.00, 149.88)	5	示向度 90.10°	161.000 s
21:08:53	测量	(-6.00, 149.88)	7	示向度 12.20°	167.000 s
21:08:53	测量	(-6.00, 149.88)	12	示向度 359.12°	173.000 s
21:08:53	测量	(-6.00, 149.88)	15	示向度 159.93°	179.000 s
21:08:53	测量	(-6.00, 149.88)	16	示向度 125.99°	185.000 s
