共11个， 全向3个， 定向8个

接收时间	指令	位置	频道	响应摘要	虚拟时间
00:15:49	进入	--	--	进入成功	0.000 s
00:15:49	测量	(0.00, 0.00)	1	未检测到信号	5.000 s
00:15:49	测量	(0.00, 0.00)	2	未检测到信号	11.000 s
00:15:49	测量	(0.00, 0.00)	3	未检测到信号	17.000 s
00:15:50	测量	(0.00, 0.00)	4	未检测到信号	23.000 s
00:15:50	测量	(0.00, 0.00)	5	未检测到信号	29.000 s
00:15:50	测量	(0.00, 0.00)	6	未检测到信号	35.000 s
00:15:50	测量	(0.00, 0.00)	7	未检测到信号	41.000 s
00:15:50	测量	(0.00, 0.00)	8	示向度 124.56°	47.000 s
00:15:50	测量	(0.00, 0.00)	9	未检测到信号	53.000 s
00:15:50	测量	(0.00, 0.00)	10	未检测到信号	59.000 s
00:15:50	测量	(0.00, 0.00)	11	未检测到信号	65.000 s
00:15:50	测量	(0.00, 0.00)	12	未检测到信号	71.000 s
00:15:50	测量	(0.00, 0.00)	13	示向度 168.61°	77.000 s
00:15:50	测量	(0.00, 0.00)	14	未检测到信号	83.000 s
00:15:50	测量	(0.00, 0.00)	15	未检测到信号	89.000 s
00:15:50	测量	(0.00, 0.00)	16	未检测到信号	95.000 s
00:15:50	测量	(0.00, 0.00)	17	未检测到信号	101.000 s
00:15:50	测量	(0.00, 0.00)	18	未检测到信号	107.000 s
00:15:50	测量	(0.00, 0.00)	19	示向度 113.07°	113.000 s
00:15:50	测量	(0.00, 0.00)	20	未检测到信号	119.000 s
00:15:50	测量	(-57.26, 81.98)	8	示向度 124.34°	145.000 s
00:15:50	测量	(-57.26, 81.98)	13	示向度 172.01°	151.000 s
00:15:50	测量	(-57.26, 81.98)	19	示向度 111.34°	157.000 s
00:15:50	测量	(-304.78, 117.10)	19	示向度 101.22°	212.000 s
00:15:50	测量	(-304.78, 117.10)	8	示向度 103.95°	218.000 s
00:15:50	测量	(-304.78, 117.10)	13	示向度 173.46°	224.000 s
00:15:50	测量	(-329.37, 214.03)	13	示向度 178.74°	249.000 s
00:15:50	测量	(-329.37, 214.03)	8	示向度 103.46°	255.000 s
00:15:50	测量	(-329.37, 214.03)	19	示向度 100.63°	261.000 s
00:15:50	清除	(-400.00, 560.00)	8	范围内无目标	334.621 s
00:15:50	清除	(-400.00, 580.00)	8	范围内无目标	341.621 s
00:15:50	清除	(-420.00, 580.00)	8	范围内无目标	348.621 s
00:15:50	清除	(-420.00, 600.00)	8	清除成功	357.621 s
00:15:50	测量	(-459.81, 846.81)	19	示向度 99.98°	412.621 s
00:15:50	测量	(-459.81, 846.81)	13	示向度 216.47°	418.621 s
00:15:50	测量	(-530.00, 1270.00)	13	示向度 233.36°	509.415 s
00:15:50	测量	(-530.00, 1270.00)	19	示向度 107.17°	515.415 s
00:15:50	清除	(-540.00, 1260.00)	19	范围内无目标	521.243 s
00:15:50	清除	(-520.00, 1260.00)	19	范围内无目标	528.243 s
00:15:50	清除	(-520.00, 1280.00)	19	范围内无目标	535.243 s
00:15:50	清除	(-540.00, 1280.00)	19	清除成功	544.243 s
00:15:50	清除	(-1280.00, 260.00)	13	范围内无目标	799.275 s
00:15:50	清除	(-1280.00, 240.00)	13	清除成功	808.275 s
00:15:50	测量	(-1234.24, -118.89)	1	未检测到信号	886.634 s
00:15:50	测量	(-1234.24, -118.89)	2	示向度 11.47°	892.634 s
00:15:50	测量	(-1234.24, -118.89)	3	未检测到信号	898.634 s
00:15:50	测量	(-1234.24, -118.89)	4	未检测到信号	904.634 s
00:15:50	测量	(-1234.24, -118.89)	5	未检测到信号	910.634 s
00:15:50	测量	(-1234.24, -118.89)	6	未检测到信号	916.634 s
00:15:50	测量	(-1234.24, -118.89)	7	未检测到信号	922.634 s
00:15:50	测量	(-1234.24, -118.89)	9	未检测到信号	928.634 s
00:15:50	测量	(-1234.24, -118.89)	10	示向度 120.63°	934.634 s
00:15:50	测量	(-1234.24, -118.89)	11	未检测到信号	940.634 s
00:15:50	测量	(-1234.24, -118.89)	12	未检测到信号	946.634 s
00:15:50	测量	(-1234.24, -118.89)	14	未检测到信号	952.634 s
00:15:50	测量	(-1234.24, -118.89)	15	未检测到信号	958.634 s
00:15:50	测量	(-1234.24, -118.89)	16	未检测到信号	964.634 s
00:15:50	测量	(-1234.24, -118.89)	17	未检测到信号	970.634 s
00:15:50	测量	(-1234.24, -118.89)	18	未检测到信号	976.634 s
00:15:50	测量	(-1234.24, -118.89)	20	未检测到信号	982.634 s
00:15:50	测量	(-1285.12, -32.80)	2	示向度 6.85°	1008.634 s
00:15:50	测量	(-1285.12, -32.80)	10	示向度 121.27°	1014.634 s
00:15:50	测量	(-1357.41, 206.52)	10	示向度 137.67°	1069.634 s
00:15:50	测量	(-1357.41, 206.52)	2	未检测到信号	1075.634 s
00:15:50	清除	(-1460.00, 280.00)	10	范围内无目标	1103.873 s
00:15:50	清除	(-1480.00, 300.00)	10	范围内无目标	1112.529 s
00:15:51	清除	(-1480.00, 320.00)	10	范围内无目标	1119.529 s
00:15:51	清除	(-1500.00, 320.00)	10	范围内无目标	1126.529 s
00:15:51	清除	(-1500.00, 340.00)	10	清除成功	1135.529 s
00:15:51	测量	(-1008.70, 247.16)	2	示向度 351.15°	1240.529 s
00:15:51	测量	(-910.01, 231.00)	2	示向度 350.90°	1265.529 s
